CustomerID,Recency,Frequency,Monetary,Churn Label,Churn Value,CLTV,Contract,tenure_group,risk_segment,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,PCA1,PCA2
3739-YBWAB,36,3,35.35,No,0,3314,One year,Mid,Low Risk,3,2,2,7,0,Loyal Basics,-0.8661146577112547,-0.6458149788374208
7047-FWEYA,26,7,103.15,No,0,3517,One year,Loyal,Low Risk,4,5,5,14,1,Champions,1.8395250486795622,0.2711376593910545
2000-MPKCA,14,8,107.75,No,0,5121,One year,Loyal,Low Risk,4,5,5,14,1,Champions,2.4291146434731252,-0.025967628362292362
9762-YAQAA,33,4,81.4,No,0,4104,One year,Loyal,Low Risk,3,3,4,10,3,High Risk,0.41289171258923907,0.0044506504650959
5473-KHBPS,20,6,95.7,No,0,4415,One year,Loyal,Low Risk,4,4,5,13,1,Champions,1.5048374687468464,-0.11907646668167204
0100-DUVFC,2,7,104.8,No,0,5291,One year,Champion,Low Risk,5,5,5,15,1,Champions,2.29062311930415,-0.5630839510001103
5397-TUPSH,7,2,70.95,No,0,4871,One year,Champion,Low Risk,5,2,3,10,0,Loyal Basics,0.0778332686371376,-1.2100036802705452
8950-MTZNV,71,2,44.95,No,0,3256,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.5659280018049502,0.6887868525630652
0326-VDYXE,2,6,97.65,No,0,4252,One year,Champion,Low Risk,5,4,5,14,1,Champions,1.8577023907432166,-0.7339957853500794
6773-LQTVT,43,3,35.65,No,0,4107,Month-to-month,Mid,Low Risk,3,2,2,7,2,New Passives,-0.9817404447268373,-0.3907164728187631
0436-TWFFZ,5,8,85.25,No,0,6322,Two year,Champion,Low Risk,5,5,4,14,1,Champions,2.1264472617616437,-0.6875090030769546
8566-YPRGL,71,1,19.5,No,0,5279,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3723323138200647,0.24184965542449546
6609-MXJHJ,42,2,25.1,No,0,5851,Two year,Mid,Low Risk,3,2,2,7,2,New Passives,-1.4666589274547348,-0.6487079222013128
2669-OIDSD,24,6,100.05,No,0,3468,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.5240457997889554,0.08972097673856445
8400-WZICQ,17,4,55.7,No,0,4149,Month-to-month,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,0.16666419483229533,-0.9559309544259805
9576-SYUHJ,35,5,91.15,No,0,3194,Month-to-month,Loyal,Low Risk,3,4,4,11,3,High Risk,0.864090405740518,0.28617163161726844
0410-IPFTY,41,4,83.85,No,0,4283,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.32375250600741123,0.32777458006902493
2831-EBWRN,68,2,45.9,No,0,3200,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.4943615946056172,0.5957273951753184
9430-NKQLY,0,2,25.1,No,0,4185,Two year,Champion,Low Risk,5,2,2,9,0,Loyal Basics,-0.7361681151854184,-2.152148922629134
0247-SLUJI,71,1,19.7,No,0,2004,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.368250526022751,0.24486632605606493
9402-ORRAH,57,4,91.5,No,0,4173,Month-to-month,Mid,Low Risk,2,3,4,9,3,High Risk,0.20159867505681608,1.0159016604609628
6483-OATDN,64,3,51.3,No,0,2545,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.027585955721718,0.5970585043154533
1293-HHSHJ,37,1,21.1,No,0,5707,One year,Mid,Low Risk,3,1,1,5,0,Loyal Basics,-1.748328306271158,-0.9510882655835665
4840-ORQXB,16,7,104.75,No,0,5128,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,2.046105734931716,-0.0626911185153955
3982-DQLUS,7,5,85.75,No,0,4978,Month-to-month,Champion,Low Risk,5,4,4,13,1,Champions,1.2408760100592655,-0.7975724757203199
8610-ZIKJJ,70,1,20.3,No,0,2843,One year,New,Low Risk,1,1,1,3,2,New Passives,-2.338612524243446,0.21812012365487254
3756-VNWDH,7,6,100.75,No,0,4368,One year,Champion,Low Risk,5,4,5,14,1,Champions,1.8340069096647518,-0.5082563190812514
7801-KICAO,54,3,74.15,No,0,5033,Month-to-month,Mid,Low Risk,2,2,3,7,3,High Risk,-0.3873153160050092,0.5837509810132525
7673-LPRNY,49,7,78.55,No,0,3127,One year,Mid,Low Risk,3,5,3,11,3,High Risk,0.9374344667006203,0.7234001005137295
6060-QBMGV,2,1,19.85,No,0,4442,Two year,Champion,Low Risk,5,1,1,7,0,Loyal Basics,-1.1650971364466036,-2.222809957387393
7339-POGZN,68,3,50.7,No,0,4288,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.109401872663117,0.7311933496043473
2828-SLQPF,53,2,45.0,No,0,4519,Month-to-month,Mid,Low Risk,2,2,2,6,2,New Passives,-1.2518400638830578,0.045209162894748404
4465-VDKIQ,54,4,77.8,No,0,4228,Month-to-month,Mid,Low Risk,2,3,3,8,3,High Risk,-0.02582587389706132,0.7018710793107571
2921-XWDJH,34,4,83.45,No,0,2768,Month-to-month,Loyal,Low Risk,3,3,4,10,3,High Risk,0.4373373991243372,0.07116773873458278
2558-BUOZZ,25,6,94.8,No,0,5022,One year,Loyal,Low Risk,4,4,5,13,1,Champions,1.3995062317221125,0.04632958695576803
9257-AZMTZ,20,1,20.1,No,0,4529,Two year,Loyal,Low Risk,4,1,1,6,0,Loyal Basics,-1.473062392672526,-1.5747072617717222
0003-MKNFE,63,4,59.9,No,0,5414,Month-to-month,New,Low Risk,2,3,3,8,3,High Risk,-0.5476796272428972,0.7540449864484002
0975-UYDTX,46,9,90.1,No,0,2068,One year,Mid,Low Risk,3,5,4,12,1,Champions,1.7993292567715211,0.9163559051418873
4682-BLBUC,28,6,70.95,No,0,3678,One year,Loyal,Low Risk,4,4,3,11,1,Champions,0.8605751217303896,-0.20601974297118156
0975-VOOVL,69,2,29.2,No,0,4699,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.852583514068655,0.3796316117351736
5968-VXZLG,70,2,46.6,No,0,5096,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.5148606140897496,0.6778781709776122
5201-FRKKS,47,3,74.3,No,0,4815,Month-to-month,Mid,Low Risk,3,2,3,8,3,High Risk,-0.2625055064454716,0.33543998391562585
9799-CAYJJ,70,2,69.3,No,0,2901,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-1.051577699094673,1.0202702876607392
5443-SCMKX,14,6,94.3,No,0,6166,One year,Loyal,Low Risk,4,4,5,13,1,Champions,1.5806207844898403,-0.3549704468780611
8295-KMENE,13,7,76.45,No,0,5978,Two year,Loyal,Low Risk,4,5,3,12,1,Champions,1.520710676773957,-0.5969386557701674
6738-ISCBM,28,5,54.0,No,0,4256,One year,Loyal,Low Risk,4,4,2,10,3,High Risk,0.22764679110109715,-0.5247484382680516
9821-BESNZ,6,7,104.25,No,0,4915,One year,Champion,Low Risk,5,5,5,15,1,Champions,2.2098276493120794,-0.42819493805332404
3678-MNGZX,4,1,19.95,No,0,4165,Two year,Champion,Low Risk,5,1,1,7,0,Loyal Basics,-1.1978415193226761,-2.1497091934798074
1335-NTIUC,63,1,24.95,No,0,5473,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.1219624892443556,0.03768421576755782
2916-BQZLN,53,5,84.75,No,0,5157,Month-to-month,Mid,Low Risk,2,4,4,10,3,High Risk,0.4204057052539234,0.8339700287332567
4558-CGYCZ,68,1,19.75,No,0,4987,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3150521639113286,0.1382318508262559
2368-GAKKQ,2,9,113.65,No,0,6424,Two year,Champion,Low Risk,5,5,5,15,1,Champions,3.0452358589492254,-0.30346455701043773
8710-YGLWG,71,2,44.9,No,0,2451,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.5669484487542784,0.6880326849051728
3199-XGZCY,64,3,75.25,No,0,2332,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.538791866993432,0.9583048124458893
3785-KTYSH,19,2,24.6,No,0,4610,Two year,Loyal,Low Risk,4,2,1,7,0,Loyal Basics,-1.076832714038631,-1.4795625275859479
6814-ZPWFQ,21,2,25.0,No,0,5896,One year,Loyal,Low Risk,4,2,1,7,0,Loyal Basics,-1.1034544152187333,-1.4019367577310082
4063-EIKNQ,61,1,20.95,No,0,4075,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.1688129684158954,-0.09424162545563128
6993-YCOBK,12,8,110.6,No,0,5756,Two year,Loyal,Low Risk,5,5,5,15,1,Champions,2.522065396359571,-0.0545725004542293
5206-HPJKM,55,4,55.5,No,0,3190,Month-to-month,Mid,Low Risk,2,3,2,7,3,High Risk,-0.4983378516848757,0.4013085181866693
8393-JMVMB,71,1,19.45,No,0,2133,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.373352760769393,0.24109548776660317
5019-GQVCR,29,4,84.85,No,0,4556,Month-to-month,Loyal,Low Risk,4,3,4,11,3,High Risk,0.5528731056423546,-0.08669663832393412
6036-TTFYU,56,1,19.6,No,0,4298,Month-to-month,Mid,Low Risk,2,1,1,4,2,New Passives,-2.1094018441109377,-0.29358522369822737
2550-AEVRU,15,4,53.45,No,0,5660,One year,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,0.15552935888724836,-1.0614609276229374
0969-RGKCU,35,1,19.8,No,0,5137,One year,Loyal,Low Risk,3,1,1,5,0,Loyal Basics,-1.7400746501789661,-1.0422890532805686
0378-CJKPV,0,9,112.1,No,0,4272,Two year,Champion,Low Risk,5,5,5,15,1,Champions,3.048387280294776,-0.3984361829969018
2880-FPNAE,70,3,74.2,No,0,3170,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6645770832535156,1.1572445774055529
1703-MGIAB,55,6,69.0,No,0,4439,Month-to-month,Mid,Low Risk,2,4,3,9,3,High Risk,0.35117645424773736,0.7310655043603304
4311-QTTAI,56,1,19.35,No,0,2017,One year,Mid,Low Risk,2,1,1,4,2,New Passives,-2.1145040788575793,-0.2973560619876891
4318-RAJVY,62,1,19.8,No,0,5270,One year,New,Low Risk,2,1,1,4,2,New Passives,-2.2096758866378123,-0.07579126729125504
3612-YUNGG,8,8,109.2,No,0,5543,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.5630634353278356,-0.21887405205881724
2254-DLXRI,71,4,79.15,No,0,2742,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.2939486588503948,1.3307692491041594
5062-CJJKH,47,4,53.65,No,0,5854,One year,Mid,Low Risk,3,3,2,8,3,High Risk,-0.3969532817111078,0.08703460047744835
9028-LIHRP,1,7,100.2,No,0,5502,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.2141346383533054,-0.668263589822107
1053-MXTTK,0,8,108.65,No,0,5730,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.690979625984141,-0.5135396106628372
1530-ZTDOZ,23,3,40.65,No,0,5565,Month-to-month,Loyal,Low Risk,4,2,2,8,0,Loyal Basics,-0.5318429820467075,-1.0312239929475382
1301-LOPVR,43,6,55.35,No,0,5138,One year,Mid,Low Risk,3,4,2,9,3,High Risk,0.2813060977294704,0.09562316220491265
0853-TWRVK,0,8,105.6,No,0,5981,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.6287323620751106,-0.5595438377942707
6212-ATMLK,22,5,95.7,No,0,4164,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.1830553771651395,-0.11054989736123422
8200-LGKSR,1,8,83.2,No,0,5350,Two year,Champion,Low Risk,5,5,4,14,1,Champions,2.15417949038864,-0.861614734234143
1568-BEKZM,2,9,90.05,No,0,4666,Two year,Champion,Low Risk,5,5,4,14,1,Champions,2.5635848988662384,-0.6594316915356273
0670-ANMUU,1,6,97.65,No,0,5319,One year,Champion,Low Risk,5,4,5,14,1,Champions,1.8750950291305815,-0.7697919996459799
6897-RWMUB,11,6,68.05,No,0,4436,Two year,Champion,Low Risk,5,4,3,12,1,Champions,1.097064051254544,-0.8582971101592467
6999-CHVCF,4,7,102.1,No,0,5228,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.200733707265689,-0.5322165759344962
6134-KWTBV,10,2,23.4,No,0,5822,Two year,Champion,Low Risk,5,2,1,8,0,Loyal Basics,-0.9447896953362295,-1.8198284800384688
1077-HUUJM,65,2,71.05,No,0,4668,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.9288988639313567,0.867685084207469
0895-LNKRC,66,1,19.45,No,0,3461,One year,New,Low Risk,2,1,1,4,2,New Passives,-2.2863895688325697,0.06211441628710067
2045-BMBTJ,39,6,59.45,No,0,3116,Month-to-month,Mid,Low Risk,3,4,3,10,3,High Risk,0.4345533011238549,0.014280052968483406
8417-GSODA,44,5,92.2,No,0,5116,One year,Mid,Low Risk,3,4,4,11,3,High Risk,0.7289860461901315,0.6241750810961123
5171-EPLKN,45,1,19.85,No,0,2176,Two year,Mid,Low Risk,3,1,1,5,2,New Passives,-1.9129805871032846,-0.6835727426636713
4452-QIIEB,65,2,43.9,No,0,3565,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.4830015574166577,0.45817204597192274
6741-EGCBI,42,5,90.5,No,0,5983,Month-to-month,Mid,Low Risk,3,4,4,11,3,High Risk,0.7290761266876965,0.5269409521359714
7820-ZYGNY,9,5,90.45,No,0,4616,One year,Champion,Low Risk,5,4,4,13,1,Champions,1.3020127465214024,-0.6550882872866376
9677-AVKED,19,8,84.6,No,0,4733,One year,Loyal,Low Risk,4,5,4,13,1,Champions,1.8696845139972698,-0.19616618248694812
2227-JRSJX,51,6,99.15,No,0,5324,Month-to-month,Mid,Low Risk,3,4,5,12,3,High Risk,1.0360765182421987,1.042643744885816
9847-HNVGP,55,1,19.95,No,0,2221,One year,Mid,Low Risk,2,1,1,4,2,New Passives,-2.0848660770782743,-0.3241022643888814
6696-YDAYZ,56,1,20.5,No,0,2856,Two year,Mid,Low Risk,2,1,1,4,2,New Passives,-2.091033799023027,-0.28001020585616504
8980-WQFWL,37,4,62.1,No,0,5315,Month-to-month,Mid,Low Risk,3,3,3,9,3,High Risk,-0.050571363400967705,-0.14347320829774943
1730-ZMAME,40,3,79.5,No,0,3041,Month-to-month,Mid,Low Risk,3,2,4,9,3,High Risk,-0.0346305550037691,0.16329992026512685
6506-EYCNH,44,1,19.55,No,0,3948,Month-to-month,Mid,Low Risk,3,1,1,5,2,New Passives,-1.90171063041189,-0.723893962906926
4634-JLRJT,71,1,20.35,No,0,2183,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3549847156814825,0.25467050560866544
9501-UKKNL,13,4,51.7,No,0,6107,Month-to-month,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,0.154598992435485,-1.1594492242409706
2560-QTSBS,0,2,23.3,No,0,4152,One year,Champion,Low Risk,5,2,1,8,0,Loyal Basics,-0.7729042053612396,-2.1792989583132587
4795-WRNVT,32,5,65.1,No,0,3885,Month-to-month,Loyal,Low Risk,4,4,3,11,3,High Risk,0.38461546030253485,-0.21413836103234787
6080-TCMYC,32,4,81.2,No,0,5370,Month-to-month,Loyal,Low Risk,4,3,4,11,3,High Risk,0.4262025631792903,-0.03436223446237402
7860-UXCRM,9,7,74.5,No,0,6382,Two year,Champion,Low Risk,5,5,3,13,1,Champions,1.5504837992996097,-0.769536051611571
6357-JJPQT,69,3,80.5,No,0,2032,Month-to-month,New,Low Risk,1,2,4,7,3,High Risk,-0.5186081292507773,1.2164734880040886
2292-XQWSV,32,6,60.3,No,0,3724,One year,Loyal,Low Risk,4,4,3,11,1,Champions,0.5736493679739897,-0.2234725969186503
9552-TGUZV,64,3,75.0,No,0,5413,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.5438941017400738,0.9545339741564275
5913-INRQV,38,5,90.15,No,0,3202,One year,Mid,Low Risk,3,4,4,11,3,High Risk,0.7915035515918568,0.37847692134712296
9643-YBLUR,63,6,69.05,No,0,2907,Month-to-month,New,Low Risk,2,4,3,9,3,High Risk,0.2130557940981483,1.0181893863854268
8734-FNWVH,41,4,59.7,No,0,2425,Month-to-month,Mid,Low Risk,3,3,3,9,3,High Risk,-0.16912337051818777,-0.03648839869298023
9447-YPTBX,22,1,19.85,No,0,4358,One year,Loyal,Low Risk,4,1,1,6,0,Loyal Basics,-1.5129499041938972,-1.5068856714693828
9026-LHEVG,63,3,40.75,No,0,2973,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.2255076236426379,0.40213291420426694
7011-CVEUC,47,5,95.7,No,0,4535,Month-to-month,Mid,Low Risk,3,4,5,12,3,High Risk,0.748239417481023,0.7843554600362784
6185-TASNN,71,2,46.3,No,0,2546,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.5383759341730845,0.7091493793261585
7925-PNRGI,27,8,81.3,No,0,3111,Month-to-month,Loyal,Low Risk,4,5,4,13,1,Champions,1.6631939082426805,0.040428466459360816
1552-CZCLL,17,1,20.0,No,0,4277,Month-to-month,Loyal,Low Risk,4,1,1,6,0,Loyal Basics,-1.4229253714090886,-1.6836042399752085
3038-PQIUY,34,6,66.15,No,0,4933,Month-to-month,Loyal,Low Risk,3,4,3,10,1,Champions,0.6582563842706789,-0.0636425523534441
9313-CDOGY,34,1,19.6,No,0,3854,Month-to-month,Loyal,Low Risk,3,1,1,5,0,Loyal Basics,-1.726763799588915,-1.0811019382080385
8148-BPLZQ,38,3,49.8,No,0,2711,Month-to-month,Mid,Low Risk,3,2,2,7,0,Loyal Basics,-0.6059907661300873,-0.35626809711473045
2623-DRYAM,2,6,101.75,No,0,5596,One year,Champion,Low Risk,5,4,5,14,1,Champions,1.9413790405881424,-0.6721540374029068
9987-LUTYD,59,4,55.15,No,0,3161,One year,Mid,Low Risk,2,3,2,7,3,High Risk,-0.5750515338796329,0.5392142017650249
4488-KQFDT,11,7,103.95,No,0,4148,One year,Champion,Low Risk,5,5,5,15,1,Champions,2.116741775679286,-0.2537388725211757
5693-PIPCS,31,6,99.65,No,0,2640,Two year,Loyal,Low Risk,4,4,5,13,1,Champions,1.3941337554827757,0.33426113554672915
0491-KAPQG,51,3,73.7,No,0,2071,Month-to-month,Mid,Low Risk,3,2,3,8,3,High Risk,-0.3443214233868705,0.46957482920451976
1925-LFCZZ,17,4,50.05,No,0,4932,One year,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,0.05135368955819021,-1.0411518997678162
8039-EQPIM,3,6,60.25,No,0,5717,Two year,Champion,Low Risk,5,4,3,12,1,Champions,1.0770154342582368,-1.2623169791576574
8707-RMEZH,3,5,87.3,No,0,4148,One year,Champion,Low Risk,5,4,4,13,1,Champions,1.3420804190379034,-0.9173781355092591
3209-ZPKFI,25,4,54.25,No,0,2320,Month-to-month,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,-0.0020698737971445967,-0.6914321021376547
6479-VDGRK,0,8,85.3,No,0,4456,Two year,Champion,Low Risk,5,5,4,14,1,Champions,2.2144309006477956,-0.8657359068985649
9373-WSLOY,39,5,50.0,No,0,5600,Month-to-month,Mid,Low Risk,3,4,2,9,3,High Risk,-0.04530798710618326,-0.19132349364453408
3569-JFODW,0,9,90.95,No,0,5096,Two year,Champion,Low Risk,5,5,4,14,1,Champions,2.6167382207288785,-0.717449102285366
9819-FBNSV,35,2,72.25,No,0,4121,Month-to-month,Loyal,Low Risk,3,2,3,8,3,High Risk,-0.38262898552653596,-0.1881013208801297
9544-PYPSJ,10,6,96.1,No,0,5868,Month-to-month,Champion,Low Risk,5,4,5,14,1,Champions,1.68692742821512,-0.47100526837753837
8751-EDEKA,44,5,89.9,No,0,3676,Month-to-month,Mid,Low Risk,3,4,4,11,3,High Risk,0.6820454865210269,0.5894833688330642
1591-XWLGB,1,1,19.85,No,0,4121,Two year,Champion,Low Risk,5,1,1,7,0,Loyal Basics,-1.147704498059239,-2.2586061716832937
0396-UKGAI,49,4,55.3,No,0,4028,Month-to-month,Mid,Low Risk,3,3,2,8,3,High Risk,-0.39806380915800116,0.18351456177969697
3243-ZHOHY,56,1,20.1,No,0,5052,One year,Mid,Low Risk,2,1,1,4,2,New Passives,-2.099197374617654,-0.2860435471193039
5186-EJEGL,63,6,69.5,No,0,3628,Month-to-month,New,Low Risk,2,4,3,9,3,High Risk,0.22223981664210363,1.024976895306458
7527-QNRUS,55,2,25.15,No,0,3931,Two year,Mid,Low Risk,2,2,2,6,2,New Passives,-1.691742779541147,-0.18260296869671383
2203-GHNWN,48,4,79.65,No,0,3816,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.11628649355227628,0.5149979968773712
3878-AVSOQ,71,2,71.25,No,0,5033,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-1.0291729064582313,1.0854790406144414
3258-SYSWS,0,9,113.8,No,0,4598,Two year,Champion,Low Risk,5,5,5,15,1,Champions,3.0830824765719402,-0.3727944826285618
5296-PSYVW,0,2,24.55,No,0,4169,Two year,Champion,Low Risk,5,2,1,8,0,Loyal Basics,-0.7473930316280305,-2.16044476686595
6319-QSUSR,61,1,19.7,No,0,3838,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.1943241421491044,-0.11309581690294004
0512-FLFDW,12,6,100.5,No,0,6442,One year,Loyal,Low Risk,5,4,5,14,1,Champions,1.7419414829812865,-0.33304608589121054
0487-CRLZF,23,6,74.45,No,0,4517,Two year,Loyal,Low Risk,4,4,3,11,1,Champions,1.0189696001201982,-0.33220907839821967
2107-FBPTK,42,7,104.1,No,0,5655,Month-to-month,Mid,Low Risk,3,5,5,13,1,Champions,1.5806313265189662,0.858206273625417
9451-WLYRI,19,1,19.05,No,0,6160,One year,Loyal,Low Risk,4,1,1,6,0,Loyal Basics,-1.477099140221057,-1.626340996883362
8219-VYBVI,33,2,25.0,No,0,4295,Two year,Loyal,Low Risk,3,2,1,6,0,Loyal Basics,-1.3121660758671094,-0.972382186180202
1991-VOPLL,63,1,19.05,No,0,3248,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.2423752292651025,-0.051307567863739634
9738-QLWTP,33,4,81.9,No,0,3446,One year,Loyal,Low Risk,3,3,4,10,3,High Risk,0.4230961820825227,0.011992327044019396
1016-DJTSV,64,2,69.7,No,0,5242,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.9390582931758578,0.8115263431484752
9419-IPPBE,21,5,90.15,No,0,5692,One year,Loyal,Low Risk,4,4,4,12,1,Champions,1.087178404177056,-0.23005872168318575
0174-QRVVY,1,2,25.35,No,0,5747,Two year,Champion,Low Risk,5,2,2,9,0,Loyal Basics,-0.7484585188261412,-2.1125818700437717
5699-BNCAS,1,2,24.65,No,0,4788,Two year,Champion,Low Risk,5,2,1,8,0,Loyal Basics,-0.7627447761167384,-2.1231402172542646
2900-PHPLN,2,1,19.55,No,0,5209,Two year,Champion,Low Risk,5,1,1,7,0,Loyal Basics,-1.171219818142574,-2.2273349633347475
8106-GWQOK,34,6,60.0,No,0,2187,Two year,Loyal,Low Risk,3,4,3,10,3,High Risk,0.5327414095032902,-0.1564051742742033
3340-QBBFM,36,4,54.1,No,0,4017,One year,Mid,Low Risk,3,3,2,8,3,High Risk,-0.19645023690614108,-0.29993624785642603
6878-GGDWG,40,1,19.4,No,0,3846,Month-to-month,Mid,Low Risk,3,1,1,5,2,New Passives,-1.8352014177104163,-0.869341323064205
4039-PIMHX,23,3,49.8,No,0,4306,Two year,Loyal,Low Risk,4,2,2,8,0,Loyal Basics,-0.3451011903196172,-0.8932113115532381
8450-LUGUK,35,2,24.1,No,0,3753,Two year,Loyal,Low Risk,3,2,1,6,0,Loyal Basics,-1.3653193977297493,-0.9143647754304634
3604-WLABM,62,4,54.25,No,0,2253,Month-to-month,New,Low Risk,2,3,2,7,3,High Risk,-0.6455974941296375,0.633027826810664
0795-GMVQO,5,8,109.9,No,0,5416,One year,Champion,Low Risk,5,5,5,15,1,Champions,2.6295276077805267,-0.3157043477360257
2259-OUUSZ,65,3,35.5,No,0,5124,One year,New,Low Risk,2,2,2,6,2,New Passives,-1.367439830096845,0.394537738717371
1142-IHLOO,21,4,87.55,No,0,6021,One year,Loyal,Low Risk,4,3,4,11,1,Champions,0.7471183480050035,-0.33234129916495136
4633-MKHYU,63,4,88.4,No,0,2952,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.0339751338742697,1.1839205514470403
6257-RJOHI,68,3,50.8,No,0,4521,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1073609787644603,0.732701684920132
1545-JFUML,1,7,99.0,No,0,5295,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.1896439115694246,-0.6863636136115234
7826-VVKWT,48,5,96.55,No,0,4309,Two year,Mid,Low Risk,3,4,5,12,3,High Risk,0.7481943772322402,0.8329725245163487
1353-GHZOS,50,4,59.75,No,0,3947,One year,Mid,Low Risk,3,3,3,9,3,High Risk,-0.3246366690551415,0.2864316976280167
2587-EKXTS,28,8,111.5,No,0,2827,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,2.262151227249647,0.531741946122241
5442-BXVND,39,2,24.25,No,0,5531,Month-to-month,Mid,Low Risk,3,2,1,6,0,Loyal Basics,-1.4318286104312228,-0.7689174152731841
9753-OYLBX,71,1,20.5,No,0,4454,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3519233748334973,0.2569330085823425
2364-UFROM,42,6,70.4,No,0,3380,One year,Mid,Low Risk,3,4,3,10,3,High Risk,0.6058532678646723,0.2868314129346097
6656-JWRQX,71,2,30.55,No,0,5565,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.8598167232115186,0.47158656709006813
6473-ULUHT,56,8,84.9,No,0,2269,Month-to-month,Mid,Low Risk,2,5,4,11,3,High Risk,1.2322795753607472,1.132818752408725
7688-AWMDX,1,4,54.5,No,0,4957,Two year,Champion,Low Risk,5,3,2,10,0,Loyal Basics,0.42045568224624935,-1.546770406949805
2842-BCQGE,29,3,75.35,No,0,4898,Month-to-month,Loyal,Low Risk,4,2,3,9,3,High Risk,0.07199137046298808,-0.29305435259484397
7244-QWYHG,22,4,44.45,No,0,5363,One year,Loyal,Low Risk,4,3,2,9,0,Loyal Basics,-0.14989956070340965,-0.9466376059722568
5312-UXESG,31,6,98.05,No,0,5614,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.361479453104268,0.31012777049417384
2150-WLKUW,32,5,63.9,No,0,2654,One year,Loyal,Low Risk,4,4,3,11,3,High Risk,0.36012473351865426,-0.2322383848217642
7159-FVYPK,69,6,69.15,No,0,2301,Month-to-month,New,Low Risk,1,4,3,8,3,High Risk,0.1107408576726172,1.2344750074766146
7032-LMBHI,35,5,64.65,No,0,5255,One year,Loyal,Low Risk,3,4,3,10,3,High Risk,0.3232535225964858,-0.1135372270656773
6088-BXMRG,40,6,98.85,No,0,3149,Month-to-month,Mid,Low Risk,3,4,5,12,1,Champions,1.22127285880724,0.644360381683556
4821-SJHJV,40,5,89.6,No,0,4444,Month-to-month,Mid,Low Risk,3,4,4,11,3,High Risk,0.7454933583745151,0.44177350570210794
7346-MEDWM,13,5,83.25,No,0,4094,Month-to-month,Loyal,Low Risk,4,4,4,12,1,Champions,1.0854978322686593,-0.6205035728395342
1137-DGOWI,42,6,70.25,No,0,5417,One year,Mid,Low Risk,3,4,3,10,3,High Risk,0.6027919270166872,0.2845689099609326
3812-LRZIR,45,2,24.5,No,0,2645,Two year,Mid,Low Risk,3,2,1,6,2,New Passives,-1.5310822060087692,-0.5503692912083195
9483-GCPWE,63,1,20.1,No,0,3444,One year,New,Low Risk,2,1,1,4,2,New Passives,-2.220945843329207,-0.03547004704800025
