CustomerID,Churn Reason,Churn Theme,Sentiment_Score,Sentiment_Label
7657-DYEPJ,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
8276-MQBYC,Long distance charges,Other,-0.2732,Negative
7593-XFKDI,Extra data charges,Other,-0.2732,Negative
0337-CNPZE,Price too high,Pricing,0.0,Neutral
1513-XNPPH,Product dissatisfaction,Product & Offers,-0.4939,Negative
6015-VVHHE,Service dissatisfaction,Customer Service,-0.4939,Negative
6347-DCUIK,Lack of self-service on Website,Customer Service,-0.3182,Negative
0897-FEGMU,Network reliability,Network Quality,0.0,Neutral
7663-RGWBC,Don't know,Other,0.0,Neutral
1120-BMWUB,Don't know,Other,0.0,Neutral
9124-LHCJQ,Price too high,Pricing,0.0,Neutral
2235-ZGKPT,Product dissatisfaction,Product & Offers,-0.4939,Negative
3891-PUQOD,Service dissatisfaction,Customer Service,-0.4939,Negative
0689-NKYLF,Lack of self-service on Website,Customer Service,-0.3182,Negative
3658-KIBGF,Network reliability,Network Quality,0.0,Neutral
5519-YLDGW,Limited range of services,Customer Service,-0.2263,Negative
4946-EDSEW,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
2516-VQRRV,Long distance charges,Other,-0.2732,Negative
7580-UGXNC,Extra data charges,Other,-0.2732,Negative
5178-LMXOP,Price too high,Pricing,0.0,Neutral
8185-UPYBR,Product dissatisfaction,Product & Offers,-0.4939,Negative
4585-HETAI,Service dissatisfaction,Customer Service,-0.4939,Negative
7526-BEZQB,Lack of self-service on Website,Customer Service,-0.3182,Negative
4951-UKAAQ,Network reliability,Network Quality,0.0,Neutral
2108-YKQTY,Don't know,Other,0.0,Neutral
4918-QLLIW,Don't know,Other,0.0,Neutral
7056-IMHCC,Price too high,Pricing,0.0,Neutral
1625-JAIIY,Product dissatisfaction,Product & Offers,-0.4939,Negative
2947-DOMLJ,Service dissatisfaction,Customer Service,-0.4939,Negative
4112-LUEIZ,Lack of self-service on Website,Customer Service,-0.3182,Negative
4510-HIMLV,Network reliability,Network Quality,0.0,Neutral
8749-JMNKX,Limited range of services,Customer Service,-0.2263,Negative
2430-USGXP,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
5955-ERIHD,Long distance charges,Other,-0.2732,Negative
0917-EZOLA,Extra data charges,Other,-0.2732,Negative
5949-EBSQK,Price too high,Pricing,0.0,Neutral
7274-RTAPZ,Product dissatisfaction,Product & Offers,-0.4939,Negative
0311-UNPFF,Service dissatisfaction,Customer Service,-0.4939,Negative
3834-XUIFC,Lack of self-service on Website,Customer Service,-0.3182,Negative
8414-MYSHR,Network reliability,Network Quality,0.0,Neutral
7599-FKVXZ,Don't know,Other,0.0,Neutral
8229-TNIQA,Don't know,Other,0.0,Neutral
6221-AVQYL,Price too high,Pricing,0.0,Neutral
7743-EXURX,Product dissatisfaction,Product & Offers,-0.4939,Negative
5569-KGJHX,Service dissatisfaction,Customer Service,-0.4939,Negative
4988-IQIGL,Lack of self-service on Website,Customer Service,-0.3182,Negative
7730-IUTDZ,Network reliability,Network Quality,0.0,Neutral
0426-TIRNE,Limited range of services,Customer Service,-0.2263,Negative
7587-RZNME,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0748-RDGGM,Long distance charges,Other,-0.2732,Negative
4706-AXVKM,Extra data charges,Other,-0.2732,Negative
5889-JTMUL,Price too high,Pricing,0.0,Neutral
9026-RNUJS,Product dissatisfaction,Product & Offers,-0.4939,Negative
3746-EUBYR,Service dissatisfaction,Customer Service,-0.4939,Negative
2332-EFBJY,Lack of self-service on Website,Customer Service,-0.3182,Negative
9474-PHLYD,Network reliability,Network Quality,0.0,Neutral
2165-VOEGB,Don't know,Other,0.0,Neutral
2219-MVUSO,Don't know,Other,0.0,Neutral
8914-RBTSB,Don't know,Other,0.0,Neutral
0963-ZBDRN,Attitude of support person,Customer Service,0.4019,Positive
7594-RQHXR,Deceased,Personal Reasons,0.0,Neutral
6331-EWIEB,Moved,Personal Reasons,0.0,Neutral
5998-VVEJY,Moved,Personal Reasons,0.0,Neutral
1624-NALOJ,Moved,Personal Reasons,0.0,Neutral
4317-VTEOA,Competitor had better devices,Competitor,0.4404,Positive
1670-SVOWZ,Competitor offered higher download speeds,Competitor,0.0,Neutral
7541-YLXCL,Don't know,Other,0.0,Neutral
0260-ZDLGK,Competitor made better offer,Competitor,0.4404,Positive
8722-NGNBH,Competitor had better devices,Competitor,0.4404,Positive
6210-KBBPI,Competitor had better devices,Competitor,0.4404,Positive
0133-BMFZO,Competitor offered higher download speeds,Competitor,0.0,Neutral
6128-CZOMY,Competitor offered higher download speeds,Competitor,0.0,Neutral
9540-JYROE,Competitor offered higher download speeds,Competitor,0.0,Neutral
2260-USTRB,Competitor offered more data,Competitor,0.0,Neutral
3656-TKRVZ,Competitor offered more data,Competitor,0.0,Neutral
8623-TMRBY,Competitor offered more data,Competitor,0.0,Neutral
1501-SGHBW,Competitor made better offer,Competitor,0.4404,Positive
3208-YPIOE,Competitor made better offer,Competitor,0.4404,Positive
2612-RANWT,Price too high,Pricing,0.0,Neutral
6900-PXRMS,Product dissatisfaction,Product & Offers,-0.4939,Negative
3346-BRMIS,Service dissatisfaction,Customer Service,-0.4939,Negative
2933-FILNV,Lack of self-service on Website,Customer Service,-0.3182,Negative
9986-BONCE,Network reliability,Network Quality,0.0,Neutral
2722-JMONI,Limited range of services,Customer Service,-0.2263,Negative
4083-EUGRJ,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
7579-OOPEC,Long distance charges,Other,-0.2732,Negative
1771-OADNZ,Extra data charges,Other,-0.2732,Negative
0612-RTZZA,Price too high,Pricing,0.0,Neutral
6410-LEFEN,Product dissatisfaction,Product & Offers,-0.4939,Negative
3194-ORPIK,Service dissatisfaction,Customer Service,-0.4939,Negative
8816-VXNZD,Lack of self-service on Website,Customer Service,-0.3182,Negative
9378-FXTIZ,Network reliability,Network Quality,0.0,Neutral
1723-HKXJQ,Don't know,Other,0.0,Neutral
7825-GKXMW,Don't know,Other,0.0,Neutral
1240-KNSEZ,Don't know,Other,0.0,Neutral
0836-SEYLU,Poor expertise of online support,Customer Service,-0.1027,Negative
4433-JCGCG,Poor expertise of phone support,Customer Service,-0.1027,Negative
3716-BDVDB,Competitor had better devices,Competitor,0.4404,Positive
5899-MQZZL,Competitor offered higher download speeds,Competitor,0.0,Neutral
6849-OYAMU,Competitor offered more data,Competitor,0.0,Neutral
9488-HGMJH,Competitor made better offer,Competitor,0.4404,Positive
6038-GCYEC,Competitor had better devices,Competitor,0.4404,Positive
1150-WFARN,Competitor had better devices,Competitor,0.4404,Positive
3144-AUDBS,Competitor offered higher download speeds,Competitor,0.0,Neutral
5616-PRTNT,Competitor offered higher download speeds,Competitor,0.0,Neutral
4818-QIUFN,Competitor offered higher download speeds,Competitor,0.0,Neutral
6961-VCPMC,Competitor offered more data,Competitor,0.0,Neutral
6688-UZPWD,Competitor offered more data,Competitor,0.0,Neutral
2839-RFSQE,Competitor offered more data,Competitor,0.0,Neutral
0968-GSIKN,Competitor made better offer,Competitor,0.4404,Positive
1965-DDBWU,Competitor made better offer,Competitor,0.4404,Positive
9057-SIHCH,Price too high,Pricing,0.0,Neutral
6771-XWBDM,Product dissatisfaction,Product & Offers,-0.4939,Negative
8601-QACRS,Service dissatisfaction,Customer Service,-0.4939,Negative
2391-SOORI,Lack of self-service on Website,Customer Service,-0.3182,Negative
2645-QTLMB,Network reliability,Network Quality,0.0,Neutral
4806-HIPDW,Limited range of services,Customer Service,-0.2263,Negative
4424-TKOPW,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
8443-ZRDBZ,Long distance charges,Other,-0.2732,Negative
9136-ALYBR,Extra data charges,Other,-0.2732,Negative
7479-NITWS,Price too high,Pricing,0.0,Neutral
2959-MJHIC,Product dissatisfaction,Product & Offers,-0.4939,Negative
4201-JMNGR,Service dissatisfaction,Customer Service,-0.4939,Negative
5960-WPXQM,Lack of self-service on Website,Customer Service,-0.3182,Negative
0684-AOSIH,Network reliability,Network Quality,0.0,Neutral
8260-NGFNY,Don't know,Other,0.0,Neutral
1866-RZZQS,Competitor had better devices,Competitor,0.4404,Positive
8631-NBHFZ,Competitor offered higher download speeds,Competitor,0.0,Neutral
4958-XCBDQ,Competitor offered more data,Competitor,0.0,Neutral
8337-UPOAQ,Competitor made better offer,Competitor,0.4404,Positive
1725-IQNIY,Competitor had better devices,Competitor,0.4404,Positive
6598-RFFVI,Competitor had better devices,Competitor,0.4404,Positive
6712-OAWRH,Competitor offered higher download speeds,Competitor,0.0,Neutral
8614-VGMMV,Competitor offered higher download speeds,Competitor,0.0,Neutral
2930-UOTMB,Competitor offered higher download speeds,Competitor,0.0,Neutral
5914-DVBWJ,Competitor offered more data,Competitor,0.0,Neutral
2533-QVMSK,Competitor offered more data,Competitor,0.0,Neutral
8644-XLFBW,Competitor offered more data,Competitor,0.0,Neutral
8625-AZYZY,Competitor made better offer,Competitor,0.4404,Positive
9306-CPCBC,Competitor made better offer,Competitor,0.4404,Positive
1833-VGRUM,Price too high,Pricing,0.0,Neutral
8374-XGEJJ,Product dissatisfaction,Product & Offers,-0.4939,Negative
2656-TABEH,Service dissatisfaction,Customer Service,-0.4939,Negative
6946-LMSQS,Lack of self-service on Website,Customer Service,-0.3182,Negative
2325-ZUSFD,Network reliability,Network Quality,0.0,Neutral
3932-CMDTD,Limited range of services,Customer Service,-0.2263,Negative
4039-HEUNW,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0812-WUPTB,Long distance charges,Other,-0.2732,Negative
3594-UVONA,Extra data charges,Other,-0.2732,Negative
0004-TLHLJ,Price too high,Pricing,0.0,Neutral
5089-IFSDP,Product dissatisfaction,Product & Offers,-0.4939,Negative
4817-VYYWS,Service dissatisfaction,Customer Service,-0.4939,Negative
1396-QWFBJ,Lack of self-service on Website,Customer Service,-0.3182,Negative
5299-SJCZT,Network reliability,Network Quality,0.0,Neutral
2403-BCASL,Don't know,Other,0.0,Neutral
2898-LSJGD,Attitude of service provider,Customer Service,0.0,Neutral
7359-PTSXY,Attitude of support person,Customer Service,0.4019,Positive
4503-BDXBD,Attitude of support person,Customer Service,0.4019,Positive
6086-ESGRL,Attitude of support person,Customer Service,0.4019,Positive
3886-CERTZ,Attitude of service provider,Customer Service,0.0,Neutral
5759-RCVCB,Attitude of service provider,Customer Service,0.0,Neutral
6372-RFVNS,Attitude of service provider,Customer Service,0.0,Neutral
8938-UMKPI,Attitude of support person,Customer Service,0.4019,Positive
0991-BRRFB,Deceased,Personal Reasons,0.0,Neutral
3871-IKPYH,Moved,Personal Reasons,0.0,Neutral
6319-IEJWJ,Moved,Personal Reasons,0.0,Neutral
9025-AOMKI,Moved,Personal Reasons,0.0,Neutral
5275-SQEIZ,Competitor had better devices,Competitor,0.4404,Positive
7716-YTYHG,Competitor offered higher download speeds,Competitor,0.0,Neutral
4390-KYULV,Competitor offered more data,Competitor,0.0,Neutral
1304-NECVQ,Competitor made better offer,Competitor,0.4404,Positive
8945-GRKHX,Competitor had better devices,Competitor,0.4404,Positive
6959-UWKHF,Competitor had better devices,Competitor,0.4404,Positive
3815-SLMEF,Competitor offered higher download speeds,Competitor,0.0,Neutral
5154-VEKBL,Competitor offered higher download speeds,Competitor,0.0,Neutral
5655-JSMZM,Competitor offered higher download speeds,Competitor,0.0,Neutral
4505-EXZHB,Competitor offered more data,Competitor,0.0,Neutral
4587-VVTOX,Competitor offered more data,Competitor,0.0,Neutral
4652-NNHNY,Don't know,Other,0.0,Neutral
8972-HJWNV,Competitor made better offer,Competitor,0.4404,Positive
8515-OCTJS,Competitor made better offer,Competitor,0.4404,Positive
2860-RANUS,Price too high,Pricing,0.0,Neutral
5261-QSHQM,Product dissatisfaction,Product & Offers,-0.4939,Negative
8868-WOZGU,Service dissatisfaction,Customer Service,-0.4939,Negative
1334-FJSVR,Lack of self-service on Website,Customer Service,-0.3182,Negative
7625-XCQRH,Network reliability,Network Quality,0.0,Neutral
1731-TVIUK,Limited range of services,Customer Service,-0.2263,Negative
0406-BPDVR,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0618-XWMSS,Long distance charges,Other,-0.2732,Negative
5276-KQWHG,Extra data charges,Other,-0.2732,Negative
2565-JSLRY,Price too high,Pricing,0.0,Neutral
6689-KXGBO,Product dissatisfaction,Product & Offers,-0.4939,Negative
6615-NGGZJ,Service dissatisfaction,Customer Service,-0.4939,Negative
4255-DDUOU,Lack of self-service on Website,Customer Service,-0.3182,Negative
2984-MIIZL,Network reliability,Network Quality,0.0,Neutral
5590-YRFJT,Don't know,Other,0.0,Neutral
3677-TNKIO,Don't know,Other,0.0,Neutral
9667-EQRXU,Don't know,Other,0.0,Neutral
3329-WDIOK,Poor expertise of online support,Customer Service,-0.1027,Negative
2873-ZLIWT,Poor expertise of phone support,Customer Service,-0.1027,Negative
3415-TAILE,Competitor had better devices,Competitor,0.4404,Positive
1915-IOFGU,Competitor offered higher download speeds,Competitor,0.0,Neutral
3045-XETSH,Competitor offered more data,Competitor,0.0,Neutral
7239-HZZCX,Competitor made better offer,Competitor,0.4404,Positive
7683-CBDKJ,Competitor had better devices,Competitor,0.4404,Positive
0946-CLJTI,Competitor had better devices,Competitor,0.4404,Positive
0628-CNQRM,Don't know,Other,0.0,Neutral
7665-TOALD,Competitor offered higher download speeds,Competitor,0.0,Neutral
0112-QWPNC,Competitor offered higher download speeds,Competitor,0.0,Neutral
0324-BRPCJ,Competitor offered more data,Competitor,0.0,Neutral
2777-PHDEI,Competitor offered more data,Competitor,0.0,Neutral
1196-AMORA,Competitor offered more data,Competitor,0.0,Neutral
4282-YMKNA,Competitor made better offer,Competitor,0.4404,Positive
5356-RHIPP,Competitor made better offer,Competitor,0.4404,Positive
9189-JWSHV,Price too high,Pricing,0.0,Neutral
0746-JTRFU,Product dissatisfaction,Product & Offers,-0.4939,Negative
0576-WNXXC,Service dissatisfaction,Customer Service,-0.4939,Negative
4628-CTTLA,Lack of self-service on Website,Customer Service,-0.3182,Negative
2876-VBBBL,Network reliability,Network Quality,0.0,Neutral
6834-NXDCA,Limited range of services,Customer Service,-0.2263,Negative
5597-GLBUC,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
2748-MYRVK,Long distance charges,Other,-0.2732,Negative
4822-YCXMX,Extra data charges,Other,-0.2732,Negative
9821-POOTN,Price too high,Pricing,0.0,Neutral
6559-ILWKJ,Product dissatisfaction,Product & Offers,-0.4939,Negative
4229-CZMLL,Service dissatisfaction,Customer Service,-0.4939,Negative
3663-MITLP,Lack of self-service on Website,Customer Service,-0.3182,Negative
9025-ZRPVR,Network reliability,Network Quality,0.0,Neutral
3285-UCQVC,Don't know,Other,0.0,Neutral
5482-PLVPE,Competitor had better devices,Competitor,0.4404,Positive
4902-OHLSK,Competitor offered higher download speeds,Competitor,0.0,Neutral
0495-ZBNGW,Competitor offered more data,Competitor,0.0,Neutral
2357-COQEK,Competitor made better offer,Competitor,0.4404,Positive
3737-GCSPV,Competitor had better devices,Competitor,0.4404,Positive
4088-YLDSU,Competitor had better devices,Competitor,0.4404,Positive
2034-CGRHZ,Competitor offered higher download speeds,Competitor,0.0,Neutral
5797-APWZC,Competitor offered higher download speeds,Competitor,0.0,Neutral
3683-QKIUE,Competitor offered higher download speeds,Competitor,0.0,Neutral
4228-ZGYUW,Competitor offered more data,Competitor,0.0,Neutral
3519-ZKXGG,Competitor offered more data,Competitor,0.0,Neutral
6416-TVAIH,Competitor offered more data,Competitor,0.0,Neutral
5108-ADXWO,Competitor made better offer,Competitor,0.4404,Positive
3066-RRJIO,Competitor made better offer,Competitor,0.4404,Positive
6715-OFDBP,Price too high,Pricing,0.0,Neutral
1567-DSCIC,Product dissatisfaction,Product & Offers,-0.4939,Negative
2150-UWTFY,Service dissatisfaction,Customer Service,-0.4939,Negative
2683-BPJSO,Lack of self-service on Website,Customer Service,-0.3182,Negative
2157-MXBJS,Network reliability,Network Quality,0.0,Neutral
9360-AHGNL,Limited range of services,Customer Service,-0.2263,Negative
1087-UDSIH,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
5485-WUYWF,Long distance charges,Other,-0.2732,Negative
2632-UCGVD,Extra data charges,Other,-0.2732,Negative
5445-PZWGX,Price too high,Pricing,0.0,Neutral
9170-CCKOU,Product dissatisfaction,Product & Offers,-0.4939,Negative
1043-YCUTE,Service dissatisfaction,Customer Service,-0.4939,Negative
3814-MLAXC,Lack of self-service on Website,Customer Service,-0.3182,Negative
1226-UDFZR,Network reliability,Network Quality,0.0,Neutral
6425-YQLLO,Don't know,Other,0.0,Neutral
5442-UTCVD,Attitude of service provider,Customer Service,0.0,Neutral
7734-DBOAI,Attitude of support person,Customer Service,0.4019,Positive
8559-CIZFV,Don't know,Other,0.0,Neutral
2091-RFFBA,Attitude of support person,Customer Service,0.4019,Positive
2114-MGINA,Attitude of support person,Customer Service,0.4019,Positive
4489-SNOJF,Don't know,Other,0.0,Neutral
6899-PPEEA,Attitude of service provider,Customer Service,0.0,Neutral
2187-LZGPL,Attitude of service provider,Customer Service,0.0,Neutral
4597-NUCQV,Attitude of support person,Customer Service,0.4019,Positive
9019-QVLZD,Competitor made better offer,Competitor,0.4404,Positive
3707-LRWZD,Moved,Personal Reasons,0.0,Neutral
1455-ESIQH,Moved,Personal Reasons,0.0,Neutral
2979-SXESE,Moved,Personal Reasons,0.0,Neutral
4013-TLDHQ,Competitor had better devices,Competitor,0.4404,Positive
3754-DXMRT,Competitor offered higher download speeds,Competitor,0.0,Neutral
7130-VTEWQ,Competitor offered more data,Competitor,0.0,Neutral
6121-VZNQB,Competitor made better offer,Competitor,0.4404,Positive
7903-CMPEY,Competitor had better devices,Competitor,0.4404,Positive
6996-KNSML,Competitor had better devices,Competitor,0.4404,Positive
1704-NRWYE,Competitor offered higher download speeds,Competitor,0.0,Neutral
2592-SEIFQ,Competitor offered higher download speeds,Competitor,0.0,Neutral
7481-ATQQS,Competitor offered higher download speeds,Competitor,0.0,Neutral
8642-GVWRF,Competitor offered more data,Competitor,0.0,Neutral
3400-ESFUW,Competitor offered more data,Competitor,0.0,Neutral
2057-ZBLPD,Competitor offered more data,Competitor,0.0,Neutral
5502-RLUYV,Competitor made better offer,Competitor,0.4404,Positive
0023-HGHWL,Competitor made better offer,Competitor,0.4404,Positive
9039-RBEEE,Price too high,Pricing,0.0,Neutral
8417-FMLZI,Product dissatisfaction,Product & Offers,-0.4939,Negative
1792-UXAFY,Service dissatisfaction,Customer Service,-0.4939,Negative
0515-YPMCW,Lack of self-service on Website,Customer Service,-0.3182,Negative
0378-XSZPU,Network reliability,Network Quality,0.0,Neutral
4729-XKASR,Limited range of services,Customer Service,-0.2263,Negative
5449-FIBXJ,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
9837-BMCLM,Long distance charges,Other,-0.2732,Negative
0137-UDEUO,Extra data charges,Other,-0.2732,Negative
6161-UUUTA,Price too high,Pricing,0.0,Neutral
6543-XRMYR,Product dissatisfaction,Product & Offers,-0.4939,Negative
4925-LMHOK,Service dissatisfaction,Customer Service,-0.4939,Negative
1455-UGQVH,Lack of self-service on Website,Customer Service,-0.3182,Negative
8280-MQRQN,Network reliability,Network Quality,0.0,Neutral
2037-SGXHH,Don't know,Other,0.0,Neutral
3178-FESZO,Don't know,Other,0.0,Neutral
6087-MVHJH,Don't know,Other,0.0,Neutral
4603-JANFB,Poor expertise of online support,Customer Service,-0.1027,Negative
3018-TFTSU,Poor expertise of phone support,Customer Service,-0.1027,Negative
4806-KEXQR,Competitor had better devices,Competitor,0.4404,Positive
7083-YNSKY,Competitor offered higher download speeds,Competitor,0.0,Neutral
2479-BRAMR,Competitor offered more data,Competitor,0.0,Neutral
7434-SHXLS,Competitor made better offer,Competitor,0.4404,Positive
7908-QCBCA,Competitor had better devices,Competitor,0.4404,Positive
6711-FLDFB,Competitor had better devices,Competitor,0.4404,Positive
3714-JTVOV,Competitor offered higher download speeds,Competitor,0.0,Neutral
4702-IOQDC,Competitor offered higher download speeds,Competitor,0.0,Neutral
6178-KFNHS,Competitor offered higher download speeds,Competitor,0.0,Neutral
1264-BYWMS,Competitor offered more data,Competitor,0.0,Neutral
9658-WYUFB,Competitor offered more data,Competitor,0.0,Neutral
2013-SGDXK,Competitor offered more data,Competitor,0.0,Neutral
8580-QVLOC,Competitor made better offer,Competitor,0.4404,Positive
2012-NWRPA,Competitor made better offer,Competitor,0.4404,Positive
8808-ELEHO,Price too high,Pricing,0.0,Neutral
3506-LCJDC,Product dissatisfaction,Product & Offers,-0.4939,Negative
3934-HXCFZ,Service dissatisfaction,Customer Service,-0.4939,Negative
7666-WKRON,Lack of self-service on Website,Customer Service,-0.3182,Negative
4910-AQFFX,Network reliability,Network Quality,0.0,Neutral
2154-KVJFF,Limited range of services,Customer Service,-0.2263,Negative
9647-ERGBE,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
3428-XZMAZ,Long distance charges,Other,-0.2732,Negative
0378-TOVMS,Extra data charges,Other,-0.2732,Negative
4355-HBJHH,Price too high,Pricing,0.0,Neutral
9058-CBREO,Product dissatisfaction,Product & Offers,-0.4939,Negative
0318-QUUOB,Service dissatisfaction,Customer Service,-0.4939,Negative
5520-FVEWJ,Lack of self-service on Website,Customer Service,-0.3182,Negative
5572-ZDXHY,Network reliability,Network Quality,0.0,Neutral
3750-CKVKH,Don't know,Other,0.0,Neutral
8063-GBATB,Competitor had better devices,Competitor,0.4404,Positive
4547-KQRTM,Competitor offered higher download speeds,Competitor,0.0,Neutral
4877-EVATK,Competitor offered more data,Competitor,0.0,Neutral
7639-SUPCW,Competitor made better offer,Competitor,0.4404,Positive
1069-XAIEM,Competitor had better devices,Competitor,0.4404,Positive
4658-HCOHW,Competitor had better devices,Competitor,0.4404,Positive
3440-JPSCL,Competitor offered higher download speeds,Competitor,0.0,Neutral
2889-FPWRM,Competitor offered higher download speeds,Competitor,0.0,Neutral
6987-XQSJT,Competitor offered higher download speeds,Competitor,0.0,Neutral
4290-BSXUX,Competitor offered more data,Competitor,0.0,Neutral
0325-XBFAC,Competitor offered more data,Competitor,0.0,Neutral
2462-XIIJB,Competitor offered more data,Competitor,0.0,Neutral
4760-XOHVN,Competitor made better offer,Competitor,0.4404,Positive
7817-BOQPW,Competitor made better offer,Competitor,0.4404,Positive
1853-UDXBW,Price too high,Pricing,0.0,Neutral
5458-CQJTA,Product dissatisfaction,Product & Offers,-0.4939,Negative
5219-YIPTK,Service dissatisfaction,Customer Service,-0.4939,Negative
3540-RZJYU,Lack of self-service on Website,Customer Service,-0.3182,Negative
2091-MJTFX,Network reliability,Network Quality,0.0,Neutral
0883-EIBTI,Limited range of services,Customer Service,-0.2263,Negative
0722-TROQR,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
7571-YXDAD,Long distance charges,Other,-0.2732,Negative
3393-FMZPV,Extra data charges,Other,-0.2732,Negative
6402-ZFPPI,Price too high,Pricing,0.0,Neutral
7486-KSRVI,Product dissatisfaction,Product & Offers,-0.4939,Negative
8443-WVPSS,Service dissatisfaction,Customer Service,-0.4939,Negative
3006-XIMLN,Lack of self-service on Website,Customer Service,-0.3182,Negative
9965-YOKZB,Network reliability,Network Quality,0.0,Neutral
0504-HHAPI,Don't know,Other,0.0,Neutral
6305-YLBMM,Attitude of service provider,Customer Service,0.0,Neutral
3647-GMGDH,Attitude of support person,Customer Service,0.4019,Positive
3791-LGQCY,Attitude of support person,Customer Service,0.4019,Positive
8166-ZZTFS,Attitude of support person,Customer Service,0.4019,Positive
2956-GGUCQ,Attitude of service provider,Customer Service,0.0,Neutral
6595-COKXZ,Attitude of service provider,Customer Service,0.0,Neutral
0362-ZBZWJ,Attitude of service provider,Customer Service,0.0,Neutral
4211-MMAZN,Attitude of support person,Customer Service,0.4019,Positive
4274-OWWYO,Deceased,Personal Reasons,0.0,Neutral
1541-ETJZO,Moved,Personal Reasons,0.0,Neutral
4106-HADHQ,Moved,Personal Reasons,0.0,Neutral
2369-UAPKZ,Moved,Personal Reasons,0.0,Neutral
2778-OCLGR,Competitor had better devices,Competitor,0.4404,Positive
0637-KVDLV,Don't know,Other,0.0,Neutral
6633-MPWBS,Competitor offered more data,Competitor,0.0,Neutral
8785-EPNCG,Competitor made better offer,Competitor,0.4404,Positive
5729-KLZAR,Competitor had better devices,Competitor,0.4404,Positive
1582-RAFML,Competitor had better devices,Competitor,0.4404,Positive
8740-CRYFY,Competitor offered higher download speeds,Competitor,0.0,Neutral
2962-XPMCQ,Competitor offered higher download speeds,Competitor,0.0,Neutral
5884-GCYMI,Product dissatisfaction,Product & Offers,-0.4939,Negative
1678-FYZOW,Competitor offered higher download speeds,Competitor,0.0,Neutral
8627-EHGIP,Competitor offered more data,Competitor,0.0,Neutral
5480-TBGPH,Competitor offered more data,Competitor,0.0,Neutral
8854-CCVSQ,Competitor offered more data,Competitor,0.0,Neutral
0511-JTEOY,Competitor made better offer,Competitor,0.4404,Positive
7067-KSAZT,Competitor made better offer,Competitor,0.4404,Positive
6532-YLWSI,Price too high,Pricing,0.0,Neutral
9300-AGZNL,Product dissatisfaction,Product & Offers,-0.4939,Negative
1112-CUNAO,Service dissatisfaction,Customer Service,-0.4939,Negative
5175-AOBHI,Lack of self-service on Website,Customer Service,-0.3182,Negative
5174-RNGBH,Network reliability,Network Quality,0.0,Neutral
7270-BDIOA,Limited range of services,Customer Service,-0.2263,Negative
9565-JSNFM,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0607-DAAHE,Long distance charges,Other,-0.2732,Negative
9732-KPKBW,Extra data charges,Other,-0.2732,Negative
3389-YGYAI,Price too high,Pricing,0.0,Neutral
9560-ARGQJ,Product dissatisfaction,Product & Offers,-0.4939,Negative
5134-IKDAY,Service dissatisfaction,Customer Service,-0.4939,Negative
3070-DVEYC,Lack of self-service on Website,Customer Service,-0.3182,Negative
5707-ORNDZ,Network reliability,Network Quality,0.0,Neutral
8696-JKZNU,Don't know,Other,0.0,Neutral
5380-AFSSK,Don't know,Other,0.0,Neutral
2055-PDADH,Don't know,Other,0.0,Neutral
8714-EUHJO,Poor expertise of online support,Customer Service,-0.1027,Negative
3721-CNEYS,Poor expertise of phone support,Customer Service,-0.1027,Negative
2568-OIADY,Competitor had better devices,Competitor,0.4404,Positive
1193-RTSLK,Competitor offered higher download speeds,Competitor,0.0,Neutral
2302-ANTDP,Competitor offered more data,Competitor,0.0,Neutral
5923-GXUOC,Competitor made better offer,Competitor,0.4404,Positive
5233-GEEAX,Competitor had better devices,Competitor,0.4404,Positive
4432-ADRLB,Competitor had better devices,Competitor,0.4404,Positive
8993-PHFWD,Competitor offered higher download speeds,Competitor,0.0,Neutral
1565-RHDJD,Competitor offered higher download speeds,Competitor,0.0,Neutral
0643-OKLRP,Network reliability,Network Quality,0.0,Neutral
7137-RYLPP,Competitor offered higher download speeds,Competitor,0.0,Neutral
3765-JXVKY,Competitor offered more data,Competitor,0.0,Neutral
7330-WZLNC,Competitor offered more data,Competitor,0.0,Neutral
3957-LXOLK,Competitor offered more data,Competitor,0.0,Neutral
6635-MYYYZ,Competitor made better offer,Competitor,0.4404,Positive
5281-BUZGT,Competitor made better offer,Competitor,0.4404,Positive
5378-IKEEG,Price too high,Pricing,0.0,Neutral
2718-GAXQD,Product dissatisfaction,Product & Offers,-0.4939,Negative
6413-XKKPU,Service dissatisfaction,Customer Service,-0.4939,Negative
1449-XQEMT,Lack of self-service on Website,Customer Service,-0.3182,Negative
2626-URJFX,Network reliability,Network Quality,0.0,Neutral
2612-RRIDN,Limited range of services,Customer Service,-0.2263,Negative
4735-ASGMA,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
3669-LVWZB,Long distance charges,Other,-0.2732,Negative
