CustomerID,Cluster,Segment,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
6016-LVTJQ,0,Loyal Basics,38,1,20.65,3,1,1,5
7860-KSUGX,1,Champions,0,6,64.45,5,4,3,12
8966-KZXXA,0,Loyal Basics,36,2,25.1,3,2,2,7
5149-QYTTU,1,Champions,1,7,95.15,5,5,5,15
2070-XYMFH,3,High Risk,49,4,79.35,3,3,4,10
2085-BOJKI,3,High Risk,55,5,96.65,2,4,5,11
0817-HSUSE,3,High Risk,71,6,75.5,1,4,3,8
5442-PPTJY,2,New Passives,60,1,19.7,2,1,1,4
1927-QEWMY,0,Loyal Basics,0,1,20.5,5,1,1,7
1663-MHLHE,2,New Passives,71,1,19.2,1,1,1,3
5663-QBGIS,1,Champions,0,6,98.35,5,4,5,14
4450-MDZFX,0,Loyal Basics,12,3,74.35,5,2,3,10
6701-DHKWQ,0,Loyal Basics,11,5,51.35,5,4,2,11
7554-AKDQF,2,New Passives,66,2,45.65,2,2,2,6
0794-YVSGE,0,Loyal Basics,0,1,20.3,5,1,1,7
5423-BHIXO,3,High Risk,40,4,54.2,3,3,2,8
6908-VVYHM,1,Champions,7,5,90.65,5,4,4,13
2959-EEXWB,0,Loyal Basics,27,4,50.9,4,3,2,9
1839-UMACK,0,Loyal Basics,30,2,25.05,4,2,1,7
3030-YDNRM,3,High Risk,64,3,74.85,2,2,3,7
7321-KKSDU,2,New Passives,40,1,20.5,3,1,1,5
3402-XRIUO,3,High Risk,50,6,63.55,3,4,3,10
8286-AFUYI,2,New Passives,71,3,47.95,1,2,2,5
8356-WUAOJ,2,New Passives,71,2,45.0,1,2,2,5
8058-DMYRU,1,Champions,18,5,90.05,4,4,4,12
9350-ZXYJC,2,New Passives,68,2,25.3,1,2,2,5
8958-JPTRR,0,Loyal Basics,16,2,24.3,4,2,1,7
6959-GQEGV,1,Champions,27,6,75.95,4,4,3,11
3173-WSSUE,0,Loyal Basics,1,1,19.7,5,1,1,7
1265-HVPZB,1,Champions,13,6,66.4,4,4,3,11
4115-UMJFQ,0,Loyal Basics,3,3,35.75,5,2,2,9
7369-TRPFD,2,New Passives,53,1,18.8,2,1,1,4
1098-KFQEC,0,Loyal Basics,17,1,19.4,4,1,1,6
7190-XHTWJ,0,Loyal Basics,34,1,19.3,3,1,1,5
3537-RYBHH,1,Champions,25,6,67.45,4,4,3,11
5296-BFCYD,0,Loyal Basics,26,1,20.1,4,1,1,6
9359-JANWS,1,Champions,7,5,58.9,5,4,3,12
3279-DYZQM,0,Loyal Basics,1,1,19.45,5,1,1,7
0523-VNGTF,0,Loyal Basics,20,5,50.5,4,4,2,10
9575-IWCAZ,2,New Passives,66,2,25.1,2,2,2,6
7105-MXJLL,3,High Risk,46,4,60.7,3,3,3,9
7064-FRRSW,1,Champions,24,6,99.0,4,4,5,13
7940-UQQUG,1,Champions,8,7,104.4,5,5,5,15
3961-SXAXY,2,New Passives,71,2,44.05,1,2,2,5
7010-BRBUU,0,Loyal Basics,0,2,24.1,5,2,1,8
3566-HJGPK,2,New Passives,71,2,45.55,1,2,2,5
3062-ICYZQ,1,Champions,21,6,93.8,4,4,4,12
9938-PRCVK,0,Loyal Basics,31,1,19.7,4,1,1,6
0973-KYVNF,1,Champions,0,6,70.65,5,4,3,12
5129-HHMZC,1,Champions,29,8,86.45,4,5,4,13
9637-CDTKZ,1,Champions,0,9,114.1,5,5,5,15
3946-JEWRQ,1,Champions,25,5,95.2,4,4,5,13
7873-CVMAW,1,Champions,0,9,88.55,5,5,4,14
0463-WZZKO,2,New Passives,69,1,20.75,1,1,1,3
4524-QCSSM,3,High Risk,46,4,44.65,3,3,2,8
5832-EXGTT,3,High Risk,43,4,60.2,3,3,3,9
2039-JONDJ,3,High Risk,45,4,55.45,3,3,2,8
7217-JYHOQ,3,High Risk,48,6,70.3,3,4,3,10
6695-FRVEC,1,Champions,5,5,60.4,5,4,3,12
9894-QMIMJ,3,High Risk,49,4,55.8,3,3,2,8
8069-YQQAJ,2,New Passives,58,2,31.1,2,2,2,6
1636-NTNCO,3,High Risk,68,4,50.95,1,3,2,6
3466-WAESX,3,High Risk,56,6,69.1,2,4,3,9
9281-PKKZE,0,Loyal Basics,26,3,43.95,4,2,2,8
3638-VBZTA,1,Champions,4,8,86.5,5,5,4,14
7459-IMVYU,1,Champions,34,7,69.95,3,5,3,11
8563-OYMQY,3,High Risk,55,5,90.95,2,4,4,10
0754-EEBDC,2,New Passives,68,1,19.9,1,1,1,3
5777-ZPQNC,2,New Passives,60,1,20.15,2,1,1,4
1951-IEYXM,1,Champions,0,9,90.6,5,5,4,14
3318-NMQXL,3,High Risk,69,4,92.0,1,3,4,8
1022-RKXDR,0,Loyal Basics,31,2,24.85,4,2,1,7
2361-FJWNO,0,Loyal Basics,32,3,36.0,4,2,2,8
2272-UOINI,3,High Risk,65,7,78.5,2,5,3,10
8232-UTFOZ,0,Loyal Basics,3,1,19.95,5,1,1,7
3750-YHRYO,2,New Passives,65,1,20.65,2,1,1,4
6637-KYRCV,2,New Passives,67,2,30.5,1,2,2,5
5668-MEISB,1,Champions,0,8,106.1,5,5,5,15
0129-QMPDR,0,Loyal Basics,28,1,20.5,4,1,1,6
7188-CBBBA,1,Champions,7,6,95.5,5,4,5,14
5356-CSVSQ,3,High Risk,69,5,64.6,1,4,3,8
3221-CJMSG,2,New Passives,48,3,51.1,3,2,2,7
3219-JQRSL,1,Champions,0,9,89.1,5,5,4,14
2801-NISEI,3,High Risk,48,4,54.95,3,3,2,8
4623-ZKHLY,2,New Passives,50,1,20.45,3,1,1,5
6732-VAILE,1,Champions,2,8,85.95,5,5,4,14
8201-AAXCB,3,High Risk,47,4,60.35,3,3,3,9
7696-CFTAT,0,Loyal Basics,35,1,19.8,3,1,1,5
1845-CSBRZ,3,High Risk,50,4,85.35,3,3,4,10
2123-VSCOT,1,Champions,13,6,72.1,4,4,3,11
2018-QKYGT,3,High Risk,71,3,81.05,1,2,4,7
2792-VPPET,2,New Passives,69,1,20.5,1,1,1,3
7409-JURKQ,1,Champions,19,8,111.8,4,5,5,14
3247-MHJKM,2,New Passives,71,1,20.2,1,1,1,3
1964-SVLEA,2,New Passives,52,1,19.7,3,1,1,5
7297-DVYGA,0,Loyal Basics,21,1,19.85,4,1,1,6
2239-CGBUZ,1,Champions,21,5,60.5,4,4,3,11
0854-UYHZD,2,New Passives,59,1,19.55,2,1,1,4
7243-LCGGZ,2,New Passives,71,1,20.9,1,1,1,3
8267-KFGYD,2,New Passives,71,1,21.05,1,1,1,3
4890-VMUAV,1,Champions,9,7,71.5,5,5,3,13
9261-WDCAF,3,High Risk,69,3,54.65,1,2,2,5
3764-MNMOI,0,Loyal Basics,26,1,19.2,4,1,1,6
7442-YGZFK,2,New Passives,71,3,49.8,1,2,2,5
8229-BUJHX,0,Loyal Basics,1,1,20.5,5,1,1,7
7449-HVPIV,1,Champions,17,5,90.4,4,4,4,12
5504-WSIUR,1,Champions,2,6,90.25,5,4,4,13
8466-PZBLH,1,Champions,5,7,104.6,5,5,5,15
8735-IJJEG,2,New Passives,58,3,50.2,2,2,2,6
0564-MUUQK,3,High Risk,52,6,95.5,3,4,5,12
0701-RFGFI,1,Champions,23,5,95.4,4,4,5,13
0019-EFAEP,1,Champions,0,7,101.3,5,5,5,15
5619-PTMIK,0,Loyal Basics,26,4,53.1,4,3,2,9
3737-XBQDD,3,High Risk,48,5,84.85,3,4,4,11
5882-CMAZQ,2,New Passives,67,3,34.25,1,2,2,5
5846-QFDFI,1,Champions,39,6,88.6,3,4,4,11
4445-KWOKW,3,High Risk,30,5,60.15,4,4,3,11
3511-APPBJ,3,High Risk,49,6,99.95,3,4,5,12
7967-HYCDE,3,High Risk,64,2,70.7,2,2,3,7
2430-RRYUW,0,Loyal Basics,6,4,54.8,5,3,2,10
3723-BFBGR,3,High Risk,48,4,54.8,3,3,2,8
5447-WZAFP,1,Champions,19,6,100.3,4,4,5,13
5110-CHOPY,1,Champions,12,5,53.6,5,4,2,11
4425-OWHWB,2,New Passives,52,1,19.35,3,1,1,5
7892-QVYKW,3,High Risk,49,4,85.6,3,3,4,10
9675-ICXCT,1,Champions,0,7,80.8,5,5,4,14
4703-MQYKT,2,New Passives,51,1,19.6,3,1,1,5
5692-ICXLW,3,High Risk,41,5,90.7,3,4,4,11
0602-DDUML,1,Champions,15,6,69.75,4,4,3,11
2208-MPXIO,0,Loyal Basics,27,1,20.0,4,1,1,6
1960-UYCNN,3,High Risk,62,6,95.25,2,4,5,11
3190-FZATL,2,New Passives,58,1,19.95,2,1,1,4
7336-RLLRH,3,High Risk,45,7,80.85,3,5,4,12
7710-JSYOA,1,Champions,3,6,93.3,5,4,4,13
9885-MFVSU,0,Loyal Basics,37,4,46.35,3,3,2,8
0607-MVMGC,1,Champions,27,7,78.75,4,5,3,12
3365-SAIGS,3,High Risk,55,4,83.55,2,3,4,9
8022-BECSI,2,New Passives,50,1,19.6,3,1,1,5
9993-LHIEB,1,Champions,5,6,67.85,5,4,3,12
0266-CLZKZ,1,Champions,5,7,105.65,5,5,5,15
7020-OZKXZ,3,High Risk,63,3,75.5,2,2,3,7
3977-QCRSL,2,New Passives,67,1,20.15,1,1,1,3
0017-DINOC,0,Loyal Basics,18,4,45.2,4,3,2,9
7639-OPLNG,1,Champions,2,8,79.25,5,5,4,14
1492-QGCLU,1,Champions,19,8,85.7,4,5,4,13
7328-OWMOM,2,New Passives,41,1,20.1,3,1,1,5
4418-LZMSV,3,High Risk,59,5,61.8,2,4,3,9
5155-AZQPB,2,New Passives,44,3,49.9,3,2,2,7
1087-GRUYI,0,Loyal Basics,34,1,20.4,3,1,1,5
2546-KZAAT,1,Champions,20,6,75.4,4,4,3,11
0181-RITDD,1,Champions,10,8,108.15,5,5,5,15
5989-PGKJB,3,High Risk,56,4,86.25,2,3,4,9
8272-ONJLV,3,High Risk,60,5,95.7,2,4,5,11
1488-PBLJN,1,Champions,0,9,116.85,5,5,5,15
0308-GIQJT,1,Champions,1,7,105.75,5,5,5,15
3778-FOAQW,2,New Passives,48,1,20.15,3,1,1,5
4452-ROHMO,2,New Passives,57,1,19.6,2,1,1,4
3090-LETTY,3,High Risk,70,5,60.95,1,4,3,8
5349-AZPEW,2,New Passives,67,1,25.05,1,1,1,3
9720-JJJOR,3,High Risk,31,5,60.3,4,4,3,11
8100-HZZLJ,3,High Risk,29,5,63.95,4,4,3,11
8775-ERLNB,3,High Risk,71,3,74.3,1,2,3,6
8309-IEYJD,3,High Risk,71,2,70.6,1,2,3,6
7398-HPYZQ,1,Champions,1,9,90.55,5,5,4,14
3546-GHEAE,2,New Passives,65,1,19.45,2,1,1,4
7361-YPXFS,3,High Risk,44,6,64.45,3,4,3,10
6557-BZXLQ,3,High Risk,56,2,69.65,2,2,3,7
2550-QHZGP,2,New Passives,65,1,19.5,2,1,1,4
7519-JTWQH,1,Champions,3,8,110.5,5,5,5,15
2538-OIMXF,2,New Passives,71,1,24.7,1,1,1,3
8543-MSDMF,3,High Risk,69,6,77.4,1,4,3,8
1170-SASML,1,Champions,3,5,85.4,5,4,4,13
4872-JCVCA,0,Loyal Basics,1,5,47.6,5,4,2,11
5346-BZCHP,0,Loyal Basics,3,1,19.4,5,1,1,7
2038-LLMLM,1,Champions,24,7,103.85,4,5,5,14
1216-BGTSP,1,Champions,27,8,108.45,4,5,5,14
4138-NAXED,1,Champions,21,4,81.0,4,3,4,11
0744-BIKKF,1,Champions,0,9,86.65,5,5,4,14
7483-IQWIB,1,Champions,35,6,92.95,3,4,4,11
5248-KWLAR,1,Champions,1,9,90.35,5,5,4,14
7996-MHXLW,0,Loyal Basics,6,2,25.15,5,2,2,9
7833-PKIHD,1,Champions,21,6,76.4,4,4,3,11
7061-OVMIM,2,New Passives,42,1,19.55,3,1,1,5
5153-RTHKF,3,High Risk,38,4,85.35,3,3,4,10
1852-QSWCD,0,Loyal Basics,8,2,24.8,5,2,1,8
4832-VRBMR,1,Champions,7,7,103.15,5,5,5,15
9079-LWTFD,1,Champions,25,7,100.75,4,5,5,14
3392-EHMNK,1,Champions,5,6,94.1,5,4,4,13
5986-WWXDV,0,Loyal Basics,33,1,19.35,3,1,1,5
3061-BCKYI,2,New Passives,58,1,19.9,2,1,1,4
7901-TBKJX,1,Champions,16,6,101.05,4,4,5,13
7228-PAQPD,3,High Risk,58,4,59.1,2,3,3,8
7746-QYVCO,3,High Risk,56,4,55.85,2,3,2,7
5804-HYIEZ,1,Champions,2,7,106.05,5,5,5,15
9919-FZDED,1,Champions,0,8,84.1,5,5,4,14
5934-TSSAU,3,High Risk,49,3,75.3,3,2,3,8
3486-KHMLI,2,New Passives,51,2,24.7,3,2,1,6
6784-XYJAE,3,High Risk,36,4,55.8,3,3,2,8
3933-DQPWX,0,Loyal Basics,22,4,39.7,4,3,2,9
6661-EIPZC,0,Loyal Basics,24,2,29.5,4,2,2,8
8957-THMOA,0,Loyal Basics,22,1,20.15,4,1,1,6
2251-PYLPB,1,Champions,0,8,79.55,5,5,4,14
5555-RNPGT,2,New Passives,62,2,24.8,2,2,1,5
1057-FOGLZ,2,New Passives,54,1,19.65,2,1,1,4
8087-LGYHQ,3,High Risk,63,5,94.05,2,4,4,10
4137-BTIKL,3,High Risk,70,5,90.75,1,4,4,9
2190-BCXEC,3,High Risk,32,4,78.85,4,3,3,10
6227-FBDXH,1,Champions,3,6,99.5,5,4,5,14
2911-WDXMV,3,High Risk,54,4,80.55,2,3,4,9
7206-PQBBZ,3,High Risk,61,2,70.2,2,2,3,7
4547-FZJWE,0,Loyal Basics,17,4,59.45,4,3,3,10
7422-WNBTY,1,Champions,39,6,93.35,3,4,4,11
0842-IWYCP,0,Loyal Basics,26,2,44.95,4,2,2,8
3521-HTQTV,0,Loyal Basics,38,2,26.1,3,2,2,7
3744-ZBHON,2,New Passives,69,1,20.2,1,1,1,3
3373-DIUUN,2,New Passives,42,1,21.25,3,1,1,5
8383-SGHJU,3,High Risk,39,5,59.4,3,4,3,10
7607-QKKTJ,1,Champions,27,6,95.0,4,4,5,13
7707-PYBBH,3,High Risk,32,5,61.9,4,4,3,11
8984-HPEMB,1,Champions,1,9,118.65,5,5,5,15
4139-DETXS,1,Champions,0,7,64.45,5,5,3,13
9779-DPNEJ,3,High Risk,50,3,80.15,3,2,4,9
9805-FILKB,0,Loyal Basics,26,1,20.2,4,1,1,6
5793-YOLJN,0,Loyal Basics,17,1,21.0,4,1,1,6
0673-IGUQO,2,New Passives,71,1,20.45,1,1,1,3
4123-FCVCB,3,High Risk,60,6,75.85,2,4,3,9
8819-IMISP,3,High Risk,41,4,80.45,3,3,4,10
8311-UEUAB,1,Champions,5,6,75.5,5,4,3,12
5858-EAFCZ,2,New Passives,71,2,44.45,1,2,2,5
1163-ONYEY,1,Champions,31,7,74.55,4,5,3,12
5656-MJEFC,0,Loyal Basics,30,5,48.15,4,4,2,10
6082-OQFBA,2,New Passives,49,1,19.65,3,1,1,5
8974-OVACP,2,New Passives,71,1,20.15,1,1,1,3
4010-YLMVT,1,Champions,16,7,106.6,4,5,5,14
1379-FRVEB,3,High Risk,57,5,91.0,2,4,4,10
8612-GXIDD,2,New Passives,60,2,25.4,2,2,2,6
6288-CHQJB,1,Champions,18,6,69.95,4,4,3,11
8160-HOWOX,3,High Risk,65,4,66.85,2,3,3,8
6648-INWPS,2,New Passives,56,1,20.15,2,1,1,4
4223-BKEOR,3,High Risk,51,5,64.85,3,4,3,10
4079-VTGLK,3,High Risk,42,6,74.85,3,4,3,10
1763-WQFUK,2,New Passives,69,3,50.5,1,2,2,5
1391-UBDAR,3,High Risk,61,3,72.9,2,2,3,7
8894-JVDCV,1,Champions,10,9,115.05,5,5,5,15
2023-VQFDL,2,New Passives,54,1,19.0,2,1,1,4
1345-GKDZZ,2,New Passives,66,1,19.55,2,1,1,4
2014-MKGMH,1,Champions,26,6,101.1,4,4,5,13
5628-FCGYG,3,High Risk,51,4,84.1,3,3,4,10
2560-WBWXF,0,Loyal Basics,4,2,24.15,5,2,1,8
0248-IPDFW,2,New Passives,71,3,50.1,1,2,2,5
7978-DKUQH,3,High Risk,47,3,74.6,3,2,3,8
4335-UPJSI,2,New Passives,48,1,19.75,3,1,1,5
1784-EZDKJ,1,Champions,21,7,106.8,4,5,5,14
9297-FVVDH,1,Champions,15,8,84.5,4,5,4,13
8007-YYPWD,2,New Passives,57,2,25.05,2,2,1,5
7101-HRBLJ,1,Champions,0,8,83.7,5,5,4,14
6635-CPNUN,3,High Risk,44,6,96.6,3,4,5,12
5453-YBTWV,1,Champions,2,7,101.1,5,5,5,15
5039-LZRQT,2,New Passives,59,1,20.2,2,1,1,4
2931-VUVJN,1,Champions,13,7,94.05,4,5,4,13
6418-PIQSP,1,Champions,10,7,81.0,5,5,4,14
8220-OCUFY,3,High Risk,51,5,60.25,3,4,3,10
3995-WFCSM,3,High Risk,70,4,60.85,1,3,3,7
1895-QTKDO,2,New Passives,71,2,43.95,1,2,2,5
2038-OEQZH,3,High Risk,68,4,86.05,1,3,4,8
1178-PZGAB,2,New Passives,53,1,20.25,2,1,1,4
2626-VEEWG,0,Loyal Basics,5,1,19.4,5,1,1,7
2878-RMWXY,1,Champions,0,7,102.65,5,5,5,15
1657-DYMBM,0,Loyal Basics,19,1,19.9,4,1,1,6
7311-MQJCH,2,New Passives,67,1,19.55,1,1,1,3
7375-WMVMT,1,Champions,1,6,95.5,5,4,5,14
1136-XGEQU,1,Champions,22,8,84.15,4,5,4,13
2530-FMFXO,1,Champions,16,7,103.2,4,5,5,14
6844-DZKRF,2,New Passives,70,3,50.2,1,2,2,5
5970-GHJAW,0,Loyal Basics,26,1,19.95,4,1,1,6
8879-XUAHX,1,Champions,1,9,116.25,5,5,5,15
3689-MOZGR,2,New Passives,43,2,31.2,3,2,2,7
4195-PNGZS,0,Loyal Basics,3,2,24.45,5,2,1,8
5003-XZWWO,1,Champions,1,8,84.2,5,5,4,14
7622-FWGEW,1,Champions,16,8,85.65,4,5,4,13
6922-NCEDI,0,Loyal Basics,16,1,21.2,4,1,1,6
9891-NQDBD,2,New Passives,44,2,25.55,3,2,2,7
6131-IUNXN,2,New Passives,53,1,20.2,2,1,1,4
8548-AWOFC,1,Champions,6,5,63.85,5,4,3,12
9798-DRYDS,3,High Risk,55,5,61.95,2,4,3,9
8532-UEFWH,0,Loyal Basics,20,2,25.75,4,2,2,8
6296-DDOOR,3,High Risk,53,4,58.2,2,3,2,7
7951-VRDVK,1,Champions,36,8,85.85,3,5,4,12
4815-YOSUK,1,Champions,0,8,104.9,5,5,5,15
0380-NEAVX,1,Champions,38,6,99.85,3,4,5,12
4365-MSDYN,2,New Passives,64,1,19.55,2,1,1,4
7036-TYDEC,1,Champions,3,7,104.0,5,5,5,15
5802-ADBRC,1,Champions,22,7,104.4,4,5,5,14
8076-FEZKJ,2,New Passives,62,1,19.5,2,1,1,4
5197-YPYBZ,2,New Passives,60,2,25.25,2,2,2,6
4312-GVYNH,0,Loyal Basics,2,5,49.85,5,4,2,11
8495-LJDFO,1,Champions,8,8,108.95,5,5,5,15
0839-JTCUD,1,Champions,6,9,89.9,5,5,4,14
5494-WOZRZ,1,Champions,1,7,82.0,5,5,4,14
1302-UHBDD,3,High Risk,52,4,89.95,3,3,4,10
2234-EOFPT,1,Champions,0,7,79.35,5,5,4,14
8619-IJNDK,1,Champions,1,6,64.05,5,4,3,12
8378-LKJAF,1,Champions,34,6,101.15,3,4,5,12
1153-GNOLC,0,Loyal Basics,39,3,39.1,3,2,2,7
3298-QEICA,2,New Passives,49,3,34.6,3,2,2,7
0788-DXBFY,0,Loyal Basics,14,1,19.55,4,1,1,6
3597-YASZG,1,Champions,2,7,104.45,5,5,5,15
3496-LFSZU,3,High Risk,68,2,70.5,1,2,3,6
5242-UOWHD,0,Loyal Basics,27,1,20.35,4,1,1,6
6479-SZPLM,0,Loyal Basics,36,1,19.45,3,1,1,5
8097-VBQTZ,1,Champions,18,6,69.9,4,4,3,11
4500-HKANN,3,High Risk,49,5,59.7,3,4,3,10
9917-KWRBE,1,Champions,31,7,78.35,4,5,3,12
3420-ZDBMA,3,High Risk,67,2,71.45,1,2,3,6
2212-LYASK,3,High Risk,45,4,45.85,3,3,2,8
1393-IMKZG,3,High Risk,71,5,95.85,1,4,5,10
8069-RHUXK,0,Loyal Basics,5,3,35.7,5,2,2,9
3398-GCPMU,1,Champions,0,9,89.55,5,5,4,14
2908-WGAXL,0,Loyal Basics,16,2,24.95,4,2,1,7
3378-AJRAO,0,Loyal Basics,28,2,24.85,4,2,1,7
1013-QCWAM,1,Champions,6,6,100.8,5,4,5,14
6050-FFXES,1,Champions,3,7,105.35,5,5,5,15
0362-RAOQO,0,Loyal Basics,32,1,19.65,4,1,1,6
9554-DFKIC,3,High Risk,42,4,54.45,3,3,2,8
5527-ACHSO,3,High Risk,61,5,70.5,2,4,3,9
0829-DDVLK,2,New Passives,57,1,20.1,2,1,1,4
1399-UBQIU,3,High Risk,61,5,69.35,2,4,3,9
1813-JLKWR,0,Loyal Basics,8,1,19.8,5,1,1,7
0336-PIKEI,1,Champions,0,7,74.4,5,5,3,13
7322-OCWHC,1,Champions,0,7,93.05,5,5,4,14
9537-VHDTA,2,New Passives,71,3,51.2,1,2,2,5
4957-TIALW,3,High Risk,57,6,65.6,2,4,3,9
2054-PJOCK,1,Champions,12,7,80.55,5,5,4,14
9150-HEPMB,0,Loyal Basics,16,4,52.7,4,3,2,9
9030-QGZNL,2,New Passives,64,1,20.85,2,1,1,4
3126-WQMGH,0,Loyal Basics,23,3,52.15,4,2,2,8
7176-WRTNX,1,Champions,2,9,114.95,5,5,5,15
5732-IKGQH,1,Champions,20,7,104.45,4,5,5,14
9239-GZHZE,1,Champions,0,9,113.65,5,5,5,15
7205-BAIAD,0,Loyal Basics,32,1,20.6,4,1,1,6
0093-EXYQL,3,High Risk,32,4,91.55,4,3,4,11
8064-RAVOH,2,New Passives,71,3,49.85,1,2,2,5
0219-QAERP,2,New Passives,42,1,19.8,3,1,1,5
9168-INPSZ,1,Champions,28,7,104.15,4,5,5,14
0015-UOCOJ,2,New Passives,65,3,48.2,2,2,2,6
5334-AFQJB,0,Loyal Basics,0,2,25.1,5,2,2,9
2754-SDJRD,3,High Risk,64,6,100.15,2,4,5,11
8963-JLGJT,3,High Risk,69,4,55.9,1,3,2,6
1465-LNTLJ,3,High Risk,64,5,64.4,2,4,3,9
2135-DQWAQ,3,High Risk,67,4,85.3,1,3,4,8
4056-QHXHZ,1,Champions,0,8,107.45,5,5,5,15
7401-JIXNM,1,Champions,18,9,91.3,4,5,4,13
9339-FIIJL,1,Champions,0,8,85.95,5,5,4,14
4706-DGAHW,2,New Passives,71,2,45.2,1,2,2,5
6670-MFRPK,1,Champions,3,4,79.2,5,3,4,12
6177-PEVRA,0,Loyal Basics,24,4,55.5,4,3,2,9
4813-HQMGZ,3,High Risk,64,5,90.25,2,4,4,10
7579-KKLOE,1,Champions,1,9,91.25,5,5,4,14
8402-EIVQS,1,Champions,5,6,100.9,5,4,5,14
4947-DSMXK,1,Champions,38,6,97.7,3,4,5,12
7245-NIIWQ,3,High Risk,69,2,69.85,1,2,3,6
0002-ORFBO,3,High Risk,63,5,65.6,2,4,3,9
3324-OIRTO,1,Champions,1,7,104.65,5,5,5,15
5414-OFQCB,1,Champions,15,5,90.45,4,4,4,12
4967-WPNCF,1,Champions,0,7,63.7,5,5,3,13
8552-OBVRU,1,Champions,24,7,104.5,4,5,5,14
8499-BRXTD,2,New Passives,54,1,20.1,2,1,1,4
9154-QDGTH,1,Champions,29,7,104.3,4,5,5,14
8197-BFWVU,1,Champions,0,9,93.25,5,5,4,14
2577-GVSIL,3,High Risk,37,6,73.45,3,4,3,10
9367-OIUXP,2,New Passives,68,1,20.7,1,1,1,3
6770-UAYGJ,0,Loyal Basics,23,2,25.25,4,2,2,8
6463-HHXJR,1,Champions,1,7,100.5,5,5,5,15
7928-VJYAB,3,High Risk,61,4,90.6,2,3,4,9
1187-WILMM,1,Champions,9,9,89.4,5,5,4,14
9776-OJUZI,1,Champions,7,6,95.45,5,4,5,14
1306-RPWXZ,0,Loyal Basics,23,1,20.45,4,1,1,6
3097-PYWXL,2,New Passives,68,1,19.95,1,1,1,3
2266-SJNAT,1,Champions,0,8,109.15,5,5,5,15
0869-PAPRP,3,High Risk,46,4,85.7,3,3,4,10
4238-JSSWH,1,Champions,37,6,102.05,3,4,5,12
2972-YDYUW,1,Champions,15,6,94.7,4,4,5,13
1104-FEJAM,3,High Risk,44,5,64.4,3,4,3,10
2809-ILCYT,2,New Passives,47,2,26.8,3,2,2,7
5499-ECUTN,1,Champions,25,5,66.05,4,4,3,11
4981-FLTMF,1,Champions,15,6,65.2,4,4,3,11
9121-PHQSR,3,High Risk,56,4,85.05,2,3,4,9
3113-IWHLC,3,High Risk,67,4,55.8,1,3,2,6
4277-BWBML,0,Loyal Basics,0,1,19.95,5,1,1,7
0234-TEVTT,0,Loyal Basics,24,4,45.0,4,3,2,9
4304-TSPVK,1,Champions,4,9,114.9,5,5,5,15
1552-AAGRX,1,Champions,42,7,106.4,3,5,5,13
2637-FKFSY,2,New Passives,69,2,46.1,1,2,2,5
9796-MVYXX,2,New Passives,58,4,39.7,2,3,2,7
7874-ECPQJ,2,New Passives,68,1,20.05,1,1,1,3
0020-INWCK,1,Champions,1,6,95.75,5,4,5,14
7089-RKVSZ,2,New Passives,64,2,24.4,2,2,1,5
2683-JXWQQ,0,Loyal Basics,11,3,33.6,5,2,2,9
9548-ZMVTX,1,Champions,0,6,90.45,5,4,4,13
8739-XNIKG,3,High Risk,67,4,84.0,1,3,4,8
9755-JHNMN,1,Champions,23,6,67.4,4,4,3,11
3981-QSVQI,2,New Passives,64,1,19.7,2,1,1,4
2789-HQBOU,3,High Risk,69,3,80.35,1,2,4,7
9424-CMPOG,2,New Passives,63,1,19.6,2,1,1,4
5067-WJEUN,0,Loyal Basics,5,4,54.2,5,3,2,10
3450-WXOAT,0,Loyal Basics,26,2,45.2,4,2,2,8
9251-WNSOD,1,Champions,5,7,75.1,5,5,3,13
6974-DAFLI,0,Loyal Basics,17,1,19.7,4,1,1,6
2616-UUTFK,1,Champions,39,7,72.75,3,5,3,11
7064-JHXCE,0,Loyal Basics,10,1,20.05,5,1,1,7
7989-AWGEH,0,Loyal Basics,23,3,39.2,4,2,2,8
4373-VVHQL,2,New Passives,71,2,44.75,1,2,2,5
4559-UWIHT,3,High Risk,58,5,82.65,2,4,4,10
7268-IGMFD,3,High Risk,54,6,93.9,2,4,4,10
6650-BWFRT,1,Champions,0,9,117.15,5,5,5,15
9570-KYEUA,1,Champions,8,7,99.25,5,5,5,15
6993-YGFJV,1,Champions,3,9,112.55,5,5,5,15
2712-SYWAY,2,New Passives,71,2,25.7,1,2,2,5
0730-BGQGF,1,Champions,1,9,90.3,5,5,4,14
5498-IBWPI,0,Loyal Basics,6,3,49.4,5,2,2,9
9101-NTIXF,2,New Passives,70,1,19.4,1,1,1,3
0013-SMEOE,1,Champions,1,8,109.7,5,5,5,15
9314-QDMDW,3,High Risk,61,4,61.25,2,3,3,8
9308-ANMVE,0,Loyal Basics,25,4,55.3,4,3,2,9
3413-DHLPB,1,Champions,12,7,103.75,5,5,5,15
7649-PHJVR,2,New Passives,61,1,19.5,2,1,1,4
6114-TCFID,2,New Passives,43,4,39.5,3,3,2,8
3787-TRIAL,2,New Passives,51,1,26.05,3,1,2,6
2573-GYRUU,1,Champions,24,5,91.05,4,4,4,12
5156-UMKOW,2,New Passives,69,2,29.65,1,2,2,5
1247-QBVSH,0,Loyal Basics,29,3,50.2,4,2,2,8
6734-GMPVK,3,High Risk,67,7,105.3,1,5,5,11
