CustomerID,Tenure Months,Monthly Charges,Total Charges,Contract,Payment Method,Internet Service,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,City,State,tenure_group,revenue_band,service_count,customer_value,risk_segment,Segment,RFM_Score,R_Score,F_Score,M_Score,Churn Theme,Sentiment_Score,Sentiment_Label
5133-POWUA,1,45.8,45.8,Month-to-month,Mailed check,DSL,No,0,30,2614,,Somerset,California,New,Medium,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
5652-MSDEY,10,75.75,777.3,Month-to-month,Mailed check,Fiber optic,No,0,52,4525,,Sutter Creek,California,New,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
1810-BOHSY,51,96.4,4911.05,One year,Credit card (automatic),Fiber optic,No,0,26,4745,,Vacaville,California,Loyal,Premium,6,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
1784-BXEFA,10,20.55,187.35,Month-to-month,Mailed check,No,No,0,43,3595,,Vacaville,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7351-MHQVU,6,50.95,307.6,Month-to-month,Credit card (automatic),DSL,No,0,79,3474,,Volcano,California,New,Medium,5,Standard,Low Risk,High Risk,8,2,4,2,Not Churned,0.0,N/A
9224-VTYID,47,90.5,4318.35,Two year,Mailed check,DSL,No,0,30,3413,,Walnut Grove,California,Loyal,Premium,9,High Value,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
9500-IWPXQ,61,79.4,4820.55,One year,Electronic check,DSL,No,0,74,4666,,West Sacramento,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
5762-TJXGK,52,58.75,3038.55,Two year,Bank transfer (automatic),DSL,No,0,21,5122,,Wheatland,California,Loyal,Medium,6,Standard,Low Risk,Champions,10,4,4,2,Not Churned,0.0,N/A
4504-YOULA,35,59.45,2136.9,Month-to-month,Credit card (automatic),DSL,No,0,49,3682,,Wilton,California,Mid,Medium,5,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
5569-IDSEY,71,105.7,7472.15,One year,Bank transfer (automatic),Fiber optic,No,0,20,4420,,Winters,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
7284-ZZLOH,45,53.3,2296.25,Two year,Credit card (automatic),DSL,No,0,79,2929,,Alta,California,Loyal,Medium,4,Standard,Low Risk,Loyal Basics,9,4,3,2,Not Churned,0.0,N/A
1777-JYQPJ,2,24.3,38.45,Month-to-month,Mailed check,DSL,No,0,77,2515,,Colfax,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
3401-URHDA,51,59.9,3043.6,One year,Credit card (automatic),DSL,No,0,42,5233,,Emigrant Gap,California,Loyal,Medium,5,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
1599-EAHXY,60,23.95,1506.4,One year,Credit card (automatic),No,No,0,71,5449,,Gold Run,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
8631-XVRZL,9,20.15,163.7,One year,Mailed check,No,No,0,70,4004,,Kyburz,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
3853-LYGAM,17,95.65,1640,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,49,3139,,Meadow Vista,California,Mid,Premium,6,Standard,Low Risk,High Risk,11,2,4,5,Not Churned,0.0,N/A
5751-USDBL,46,81.0,3846.35,Two year,Mailed check,DSL,No,0,57,4280,,Soda Springs,California,Loyal,High,7,Standard,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
5680-LQOGP,68,82.45,5646.6,Two year,Credit card (automatic),DSL,No,0,70,5308,,Twin Bridges,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
8189-DUKMV,4,20.5,79.05,One year,Bank transfer (automatic),No,No,0,80,3233,,Rancho Cordova,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
9931-DCEZH,28,54.4,1516.6,One year,Credit card (automatic),DSL,No,0,74,4711,,Roseville,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
1898-JSNDC,39,58.6,2224.5,One year,Credit card (automatic),DSL,No,0,46,5662,,Elk Grove,California,Loyal,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
0315-LVCRK,11,84.8,888.75,Month-to-month,Electronic check,Fiber optic,No,0,60,4924,,El Dorado Hills,California,New,High,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
3911-RSNHI,71,61.4,4310.35,Two year,Credit card (automatic),DSL,No,0,37,5119,,Rocklin,California,Champion,Medium,6,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
2410-CIYFZ,2,20.4,42.9,Month-to-month,Mailed check,No,No,0,77,3000,,Woodland,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
5505-OVWQW,17,20.15,353.65,One year,Mailed check,No,No,0,48,4650,,Sacramento,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7271-AJDTL,55,94.45,5073.1,Month-to-month,Credit card (automatic),Fiber optic,No,0,55,5577,,Sacramento,California,Loyal,Premium,6,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
1867-TJHTS,58,79.8,4526.85,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,78,5709,,Sacramento,California,Loyal,High,4,Standard,Low Risk,Champions,11,4,3,4,Not Churned,0.0,N/A
6860-YRJZP,9,74.05,678.45,Month-to-month,Electronic check,Fiber optic,No,0,51,2003,,Sacramento,California,New,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
4429-WYGFR,26,49.15,1237.3,Month-to-month,Bank transfer (automatic),DSL,No,0,54,2752,,Sacramento,California,Mid,Medium,3,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
2817-LVCPP,50,19.4,1023.95,Two year,Credit card (automatic),No,No,0,41,6233,,Sacramento,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
5038-ETMLM,72,113.65,8182.75,Two year,Bank transfer (automatic),Fiber optic,No,0,38,5411,,Sacramento,California,Champion,Premium,9,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
5056-FIMPT,43,106.0,4532.3,One year,Credit card (automatic),Fiber optic,No,0,76,3528,,Sacramento,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
4521-WFJAI,56,25.95,1444.05,Two year,Bank transfer (automatic),No,No,0,40,4246,,Sacramento,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
6569-KTMDU,1,19.1,19.1,Month-to-month,Mailed check,No,No,0,26,3313,,Sacramento,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
8809-XKHMD,72,100.55,7325.1,Two year,Bank transfer (automatic),Fiber optic,No,0,54,6082,,Sacramento,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
0396-YCHWO,36,95.4,3474.2,Month-to-month,Electronic check,Fiber optic,No,0,44,5111,,Sacramento,California,Mid,Premium,5,High Value,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
0867-LDTTC,5,75.15,392.65,Month-to-month,Bank transfer (automatic),DSL,No,0,68,5900,,Sacramento,California,New,High,6,Standard,Low Risk,High Risk,8,1,4,3,Not Churned,0.0,N/A
9391-DXGGG,44,89.15,3990.75,One year,Credit card (automatic),Fiber optic,No,0,27,4368,,Sacramento,California,Loyal,Premium,5,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
9844-FELAJ,70,107.9,7475.85,One year,Electronic check,Fiber optic,No,0,53,5899,,Sacramento,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
2122-SZZZD,44,19.5,835.5,One year,Credit card (automatic),No,No,0,35,4220,,Sacramento,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
3148-AOIQT,69,24.95,1718.35,Two year,Credit card (automatic),No,No,0,45,4106,,Sacramento,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
8395-ETZKQ,68,19.5,1193.55,One year,Bank transfer (automatic),No,No,0,51,5443,,Sacramento,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
6692-YQHXC,16,69.95,1205.5,Month-to-month,Credit card (automatic),Fiber optic,No,0,54,5596,,Sacramento,California,Mid,High,2,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
3889-VWBID,68,82.85,5776.45,Two year,Bank transfer (automatic),DSL,No,0,42,5184,,Antelope,California,Champion,High,7,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
5222-JCXZT,4,19.0,78.9,Month-to-month,Mailed check,No,No,0,55,3022,,Sacramento,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
9754-CLVZW,26,38.85,1025.15,Month-to-month,Credit card (automatic),DSL,No,0,43,3970,,Marysville,California,Mid,Medium,4,Standard,Low Risk,New Passives,8,3,3,2,Not Churned,0.0,N/A
2739-CCZMB,5,20.35,122,Month-to-month,Credit card (automatic),No,No,0,60,3161,,Alleghany,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
7080-TNUWP,70,95.0,6602.9,One year,Bank transfer (automatic),Fiber optic,No,0,65,6259,,Arbuckle,California,Champion,Premium,6,High Value,Low Risk,Champions,14,5,4,5,Not Churned,0.0,N/A
0496-AHOOK,24,74.4,1712.9,One year,Bank transfer (automatic),DSL,No,0,68,4310,,Bangor,California,Mid,High,6,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
8336-TAVKX,72,78.45,5682.25,Two year,Bank transfer (automatic),DSL,No,0,71,4032,,Berry Creek,California,Champion,High,8,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
2468-SJFLM,1,74.3,74.3,Month-to-month,Mailed check,Fiber optic,No,0,64,3063,,Biggs,California,New,High,3,Standard,Low Risk,High Risk,6,1,2,3,Not Churned,0.0,N/A
3181-VTHOE,70,51.05,3635.15,One year,Bank transfer (automatic),DSL,No,0,69,4042,,Browns Valley,California,Champion,Medium,5,Standard,Low Risk,Loyal Basics,11,5,4,2,Not Churned,0.0,N/A
7168-HDQHG,36,19.2,702.9,Month-to-month,Bank transfer (automatic),No,No,0,79,3043,,Brownsville,California,Mid,Low,1,Standard,Low Risk,Loyal Basics,5,3,1,1,Not Churned,0.0,N/A
4567-AKPIA,41,109.1,4454.25,One year,Bank transfer (automatic),Fiber optic,No,0,77,4854,,Canyon Dam,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
7901-HXJVA,14,76.45,1117.55,Month-to-month,Electronic check,Fiber optic,No,0,52,2292,,Chico,California,Mid,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
5924-IFQTT,13,72.8,930.05,Month-to-month,Electronic check,DSL,No,0,46,2862,,Crescent Mills,California,Mid,High,7,Standard,Low Risk,High Risk,10,2,5,3,Not Churned,0.0,N/A
7968-QUXNS,6,18.95,110.15,Month-to-month,Mailed check,No,No,0,68,5920,,Dobbins,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
8903-WMRNW,15,101.75,1669.4,Month-to-month,Electronic check,Fiber optic,No,0,50,2919,,Durham,California,Mid,Premium,6,Standard,Low Risk,High Risk,11,2,4,5,Not Churned,0.0,N/A
2452-SNHFZ,47,75.45,3545.1,Month-to-month,Credit card (automatic),Fiber optic,No,0,66,4995,,Elk Creek,California,Loyal,High,3,Standard,Low Risk,High Risk,9,4,2,3,Not Churned,0.0,N/A
3629-WEAAM,8,64.1,504.05,Month-to-month,Mailed check,DSL,No,0,25,2804,,Forbestown,California,New,Medium,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
6029-CSMJE,17,25.65,440.2,Month-to-month,Mailed check,DSL,No,0,24,3090,,Forest Ranch,California,Mid,Low,1,Standard,Low Risk,New Passives,5,2,1,2,Not Churned,0.0,N/A
7993-NQLJE,15,75.1,1151.55,Month-to-month,Mailed check,Fiber optic,No,0,60,4634,,Glenn,California,Mid,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
9909-DFRJA,26,95.85,2475.35,One year,Bank transfer (automatic),Fiber optic,No,0,42,3834,,Goodyears Bar,California,Mid,Premium,6,High Value,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
9099-FTUHS,23,54.4,1249.25,Month-to-month,Electronic check,DSL,No,0,22,2989,,Grass Valley,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
0581-BXBUB,4,72.75,317.75,Month-to-month,Electronic check,Fiber optic,No,0,50,4503,,Penn Valley,California,New,High,3,Standard,Low Risk,High Risk,6,1,2,3,Not Churned,0.0,N/A
4962-CHQPW,29,19.85,535.05,One year,Mailed check,No,No,0,26,2941,,Greenville,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
9467-ROOLM,25,19.05,461.3,Month-to-month,Mailed check,No,No,0,65,2692,,Gridley,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
5150-ITWWB,3,94.85,335.75,Month-to-month,Electronic check,Fiber optic,No,0,40,4496,,Hamilton City,California,New,Premium,5,Standard,Low Risk,High Risk,10,1,4,5,Not Churned,0.0,N/A
2253-KPMNB,69,46.25,3121.4,Two year,Bank transfer (automatic),DSL,No,0,33,4180,,Live Oak,California,Champion,Medium,5,Standard,Low Risk,Loyal Basics,11,5,4,2,Not Churned,0.0,N/A
1345-ZUKID,14,19.35,324.8,One year,Mailed check,No,No,0,39,2400,,Magalia,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6429-SHBCB,19,69.6,1394.55,Month-to-month,Mailed check,DSL,No,0,77,3349,,Maxwell,California,Mid,High,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
9281-OFDMF,39,90.7,3413.25,Month-to-month,Electronic check,Fiber optic,No,0,39,5028,,Meadow Valley,California,Loyal,Premium,5,High Value,Low Risk,Champions,11,3,4,4,Not Churned,0.0,N/A
2603-HVKCG,31,101.4,3143.65,Month-to-month,Electronic check,Fiber optic,No,0,72,2025,,Meridian,California,Mid,Premium,6,High Value,Low Risk,Champions,12,3,4,5,Not Churned,0.0,N/A
1834-WULEG,24,20.25,439.75,One year,Mailed check,No,No,0,58,3000,,Nevada City,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
9097-ZUBYC,14,48.8,664.4,Month-to-month,Bank transfer (automatic),DSL,No,0,77,2168,,North San Juan,California,Mid,Medium,3,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
5148-ORICT,64,74.35,4759.55,Two year,Mailed check,DSL,No,0,80,4781,,Olivehurst,California,Champion,High,7,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
4893-GYUJU,50,19.35,1033,One year,Mailed check,No,No,0,39,5247,,Oregon House,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
4578-PHJYZ,52,68.75,3482.85,One year,Electronic check,DSL,No,0,51,4172,,Orland,California,Loyal,High,6,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
7272-QDCKA,28,100.2,2688.45,One year,Electronic check,Fiber optic,No,0,79,5137,,Oroville,California,Mid,Premium,6,High Value,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
8908-SLFCJ,21,20.85,435.25,Two year,Credit card (automatic),No,No,0,35,5422,,Oroville,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
9766-HGEDE,17,19.35,307,One year,Mailed check,No,No,0,77,2185,,Paradise,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6968-MHOMU,58,45.0,2689.35,One year,Credit card (automatic),DSL,No,0,55,5006,,Princeton,California,Loyal,Medium,3,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
5044-XDPYX,51,25.5,1281.25,Two year,Mailed check,No,No,0,43,5447,,Chico,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
1814-WFGVS,72,48.9,3527,Two year,Mailed check,DSL,No,0,47,5415,,Richvale,California,Champion,Medium,5,Standard,Low Risk,Loyal Basics,11,5,4,2,Not Churned,0.0,N/A
3721-WKIIL,27,19.6,561.15,Two year,Mailed check,No,No,0,21,2896,,Smartville,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
6734-CKRSM,3,20.0,63.6,Month-to-month,Mailed check,No,No,0,65,4258,,Stirling City,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
1265-ZFOSD,64,81.3,5129.3,Two year,Mailed check,DSL,No,0,74,5254,,Stonyford,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6568-POCUI,45,95.2,4285.8,Two year,Credit card (automatic),Fiber optic,No,0,27,3363,,Strawberry Valley,California,Loyal,Premium,5,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
5197-LQXXH,71,83.3,5894.5,Two year,Credit card (automatic),DSL,No,0,24,4264,,Taylorsville,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
3457-PQBYH,58,20.3,1160.75,Two year,Credit card (automatic),No,No,0,66,4424,,Washington,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
7682-AZNDK,34,89.85,3091.75,Month-to-month,Electronic check,Fiber optic,No,0,45,3096,,Williams,California,Mid,Premium,5,High Value,Low Risk,High Risk,11,3,4,4,Not Churned,0.0,N/A
5384-ZTTWP,15,19.8,272.95,Month-to-month,Mailed check,No,No,0,34,4167,,Yuba City,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
3745-HRPHI,66,54.65,3632,Two year,Bank transfer (automatic),DSL,No,0,42,4051,,Yuba City,California,Champion,Medium,5,Standard,Low Risk,Champions,11,5,4,2,Not Churned,0.0,N/A
7636-OWBPG,12,29.35,381.2,Month-to-month,Credit card (automatic),DSL,No,0,27,3606,,Redding,California,New,Low,2,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
1231-YNDEK,58,19.15,1035.5,Two year,Bank transfer (automatic),No,No,0,25,6339,,Redding,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
1407-DIGZV,3,19.1,52,Two year,Mailed check,No,No,0,30,3863,,Redding,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
0570-BFQHT,9,80.55,653.9,Month-to-month,Electronic check,Fiber optic,No,0,26,3581,,Anderson,California,New,High,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
4393-OBCRR,3,20.25,71.2,One year,Mailed check,No,No,0,31,4331,,Bella Vista,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
8564-LDKFL,40,106.0,4178.65,One year,Bank transfer (automatic),Fiber optic,No,0,77,5118,,Big Bar,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
3696-DFHHB,68,25.5,1821.8,Two year,Bank transfer (automatic),No,No,0,37,5182,,Big Bend,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,9,5,2,2,Not Churned,0.0,N/A
4717-GHADL,50,79.6,4024.2,Two year,Mailed check,DSL,No,0,39,5592,,Callahan,California,Loyal,High,7,Standard,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
5501-TVMGM,1,55.25,55.25,Month-to-month,Electronic check,DSL,No,0,49,3255,,Canby,California,New,Medium,3,Standard,Low Risk,High Risk,5,1,2,2,Not Churned,0.0,N/A
5879-HMFFH,72,88.05,6520.8,Two year,Bank transfer (automatic),DSL,No,0,42,6247,,Cassel,California,Champion,Premium,9,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6772-WFQRD,40,20.4,854.9,One year,Bank transfer (automatic),No,No,0,59,3200,,Castella,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
3810-DVDQQ,72,117.6,8308.9,Two year,Bank transfer (automatic),Fiber optic,No,0,54,6173,,Shasta Lake,California,Champion,Premium,9,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
6972-SNKKW,6,20.0,109.2,Month-to-month,Mailed check,No,No,0,53,3142,,Chester,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
3694-GLTJM,5,19.65,92.05,Month-to-month,Credit card (automatic),No,No,0,42,2878,,Corning,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
8550-XSXUQ,48,70.55,3420.5,One year,Credit card (automatic),DSL,No,0,39,3997,,Cottonwood,California,Loyal,High,6,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
9055-MOJJJ,64,65.8,4068,One year,Mailed check,DSL,No,0,57,4754,,Douglas City,California,Champion,High,5,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
4359-INNWN,17,20.05,337.9,One year,Credit card (automatic),No,No,0,70,4828,,Dunsmuir,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
0585-EGDDA,40,80.0,3168.75,Month-to-month,Electronic check,Fiber optic,No,0,31,2478,,Etna,California,Loyal,High,4,Standard,Low Risk,High Risk,11,4,3,4,Not Churned,0.0,N/A
4032-RMHCI,41,35.4,1412.4,One year,Credit card (automatic),DSL,No,0,43,4375,,Fall River Mills,California,Loyal,Medium,3,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
0549-CYCQN,51,79.6,3974.7,One year,Bank transfer (automatic),Fiber optic,No,0,59,4673,,Flournoy,California,Loyal,High,4,Standard,Low Risk,Champions,11,4,3,4,Not Churned,0.0,N/A
3481-JHUZH,41,80.25,3439,Month-to-month,Electronic check,Fiber optic,No,0,49,5757,,Forks Of Salmon,California,Loyal,High,4,Standard,Low Risk,High Risk,11,4,3,4,Not Churned,0.0,N/A
3594-IVHJZ,2,20.45,42.45,Month-to-month,Mailed check,No,No,0,56,2606,,French Gulch,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
6869-FGJJC,68,79.6,5461.45,One year,Credit card (automatic),Fiber optic,No,0,20,5210,,Gazelle,California,Champion,High,4,Standard,Low Risk,Champions,12,5,3,4,Not Churned,0.0,N/A
3896-ZVNET,24,24.7,571.75,Two year,Mailed check,No,No,0,56,5302,,Gerber,California,Mid,Low,2,Standard,Low Risk,New Passives,6,3,2,1,Not Churned,0.0,N/A
8205-VSLRB,70,77.3,5498.2,Two year,Credit card (automatic),DSL,No,0,23,6252,,Greenview,California,Champion,High,7,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
5960-MVTUK,3,29.75,96.85,Month-to-month,Electronic check,DSL,No,0,55,3425,,Grenada,California,New,Low,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
6817-WTYHE,2,44.9,111.05,Month-to-month,Bank transfer (automatic),DSL,No,0,26,4370,,Happy Camp,California,New,Medium,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
3082-VQXNH,3,29.8,94.4,Month-to-month,Credit card (automatic),DSL,No,0,32,5614,,Hat Creek,California,New,Low,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
4931-TRZWN,13,71.95,923.85,Month-to-month,Electronic check,DSL,No,0,67,3605,,Hornbrook,California,Mid,High,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
0750-EKNGL,7,20.75,141.1,Month-to-month,Mailed check,No,No,0,46,4476,,Hyampom,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7669-LCRSD,12,56.3,628.65,Month-to-month,Mailed check,DSL,No,0,56,2047,,Igo,California,New,Medium,3,Standard,Low Risk,High Risk,6,2,2,2,Not Churned,0.0,N/A
3567-PQTSO,53,105.25,5576.3,One year,Electronic check,Fiber optic,No,0,56,6365,,Junction City,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
8043-PNYSD,63,19.55,1245.6,Two year,Mailed check,No,No,0,36,6002,,Lakehead,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
9938-EKRGF,15,84.45,1287.85,Month-to-month,Mailed check,DSL,No,0,46,4653,,Lewiston,California,Mid,High,8,Standard,Low Risk,High Risk,11,2,5,4,Not Churned,0.0,N/A
2703-AMTUL,36,53.65,1939.35,One year,Mailed check,DSL,No,0,37,4113,,Lookout,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
0928-JMXNP,4,29.9,118.25,Month-to-month,Electronic check,DSL,No,0,46,2914,,Los Molinos,California,New,Low,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
8173-RXAYP,24,19.7,452.55,Two year,Mailed check,No,No,0,42,4642,,Mcarthur,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
4825-XJGDM,61,43.7,2696.55,One year,Credit card (automatic),DSL,No,0,50,4051,,Mccloud,California,Champion,Medium,5,Standard,Low Risk,Loyal Basics,11,5,4,2,Not Churned,0.0,N/A
5402-HTOTQ,16,55.3,875.35,Month-to-month,Electronic check,DSL,No,0,25,3771,,Macdoel,California,Mid,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
6734-JDTTV,65,19.85,1267.05,Two year,Credit card (automatic),No,No,0,52,6009,,Manton,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
7850-THJMU,26,19.65,494.9,Two year,Credit card (automatic),No,No,0,37,4184,,Mill Creek,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
3890-RTCMS,16,49.45,799,Month-to-month,Mailed check,DSL,No,0,49,3446,,Millville,California,Mid,Medium,3,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
3717-FDJFU,5,20.45,106.9,Two year,Mailed check,No,No,0,75,3353,,Montgomery Creek,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
3665-JATSN,19,39.7,710.05,Month-to-month,Electronic check,DSL,No,0,65,4034,,Mount Shasta,California,Mid,Medium,3,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
